fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.06,0.401,0.08,1.64,0.0823,2.3,20.4,0.995,3.3,0.75,10.87,8
9.87,0.188,0.7,1.9,0.0624,8.3,60.1,0.9957,3.29,0.57,10.79,6
7.48,0.751,0.03,7.79,0.0472,2.4,20.4,0.9966,3.27,0.33,10.62,5
7.56,0.533,0.1,1.26,0.0374,7.6,24.1,0.9949,3.36,0.74,9.53,6
12.02,0.805,0.17,1.71,0.152,4.3,47.3,0.9965,3.03,0.89,11.59,5
7.88,0.646,0.48,1.42,0.1251,5.5,34.7,0.9947,3.07,0.54,10.08,5
9.55,0.757,0.25,3.07,0.1587,27.2,95.5,0.9965,3.37,0.71,10.19,5
8.31,0.649,0.03,3.07,0.1111,8.9,42.5,0.995,3.13,0.37,10.88,5
5.16,0.799,0.48,1.42,0.0723,5.8,36.0,0.9926,3.48,0.72,10.41,5
4.82,0.659,0.38,1.03,0.1424,12.7,55.0,0.9916,3.52,0.57,11.13,5
7.32,0.473,0.39,0.92,0.0832,3.8,16.5,0.9935,3.4,0.55,10.91,6
10.1,0.956,0.38,1.74,0.0983,5.6,29.9,0.9968,3.19,0.51,9.56,5
9.64,0.721,0.68,1.69,0.0878,11.5,39.4,0.9957,3.28,0.57,10.54,5
9.85,0.508,0.72,7.58,0.015,5.3,27.7,0.9987,3.29,0.79,9.93,7
6.62,0.273,0.17,1.85,0.1487,15.6,52.5,0.9935,3.48,0.46,10.73,6
11.05,0.271,0.58,1.34,0.1041,10.1,50.7,0.9965,3.38,0.61,10.59,6
6.66,0.62,0.32,4.23,0.1027,19.7,75.5,0.9951,3.42,0.63,9.97,5
8.66,0.595,0.34,1.91,0.087,37.5,124.2,0.9955,3.3,0.45,10.05,5
8.28,0.466,0.0,2.27,0.096,3.5,20.6,0.9967,3.2,0.95,8.4,5
8.0,0.594,0.22,1.05,0.0656,6.9,25.2,0.995,3.38,0.49,9.63,5
10.58,0.84,0.1,1.62,0.1142,6.6,31.2,0.9965,3.28,0.53,10.27,5
7.1,0.688,0.4,5.23,0.0372,4.0,32.7,0.9955,3.35,0.47,10.33,5
6.01,0.376,0.44,2.24,0.0969,21.9,76.8,0.9945,3.49,0.95,9.15,5
8.33,0.551,0.0,1.53,0.112,19.1,55.1,0.994,3.27,0.73,11.44,5
7.62,0.353,0.29,2.37,0.0766,9.9,22.4,0.9952,3.42,0.52,9.76,6
14.04,0.504,0.45,4.52,0.1043,11.3,43.0,0.9994,3.13,0.83,11.14,5
9.45,0.5,0.22,1.38,0.0498,2.7,29.1,0.9954,3.36,0.67,10.6,5
7.6,0.409,0.42,1.96,0.0459,11.7,59.1,0.9948,3.36,0.72,9.98,6
6.5,0.277,0.35,5.68,0.094,20.8,71.5,0.9936,3.27,0.62,12.4,6
5.1,0.628,0.27,1.18,0.1216,12.2,51.6,0.9939,3.4,0.47,8.53,4
6.56,0.395,0.24,2.81,0.015,5.7,38.1,0.9932,3.47,0.74,11.54,6
8.5,0.12,0.07,2.33,0.1054,15.2,66.8,0.9943,3.59,0.59,11.63,6
10.73,0.919,0.05,2.61,0.0678,7.4,45.6,0.9976,3.15,0.95,9.5,5
10.21,0.595,0.46,1.55,0.0718,11.4,56.8,0.9945,3.27,0.5,12.47,7
8.69,0.346,0.33,1.47,0.0259,10.0,41.0,0.9947,3.22,0.98,10.82,7
7.75,0.573,0.23,2.63,0.0554,7.8,36.5,0.9948,3.22,0.62,10.46,5
8.76,0.371,0.17,1.26,0.1281,17.2,72.4,0.995,3.21,0.69,10.44,5
7.42,0.778,0.24,1.72,0.0858,27.8,118.5,0.9942,3.1,0.82,10.49,6
11.22,0.813,0.48,1.21,0.0692,2.1,25.5,0.9959,3.33,0.57,11.44,6
7.98,0.597,0.19,0.91,0.0848,34.5,125.4,0.9939,3.06,0.79,10.97,5
8.15,0.744,0.01,6.16,0.1091,10.6,11.9,0.9981,3.29,0.33,8.43,5
4.6,0.6,0.38,1.75,0.1071,16.5,49.4,0.9914,3.35,0.52,11.48,5
7.97,0.263,0.25,6.13,0.0815,25.2,83.8,0.9976,3.22,0.52,8.96,6
9.72,0.42,0.3,1.13,0.1282,9.6,32.9,0.9946,3.4,0.47,11.66,6
6.48,0.592,0.54,2.23,0.1283,23.6,66.3,0.9931,3.42,0.6,11.3,5
7.02,0.413,0.29,1.24,0.101,4.3,22.4,0.9945,3.26,0.75,9.53,6
9.65,0.453,0.34,3.24,0.0867,4.1,16.7,0.9966,3.17,0.8,10.21,6
5.79,0.634,0.0,3.2,0.1208,14.9,61.5,0.9951,3.34,0.64,8.62,4
10.1,0.556,0.21,1.08,0.1021,26.5,91.6,0.9962,3.21,0.53,9.96,5
7.4,0.499,0.4,4.55,0.1269,28.8,68.7,0.9954,3.38,0.74,10.32,6
7.64,0.23,0.05,1.22,0.1155,14.4,48.9,0.9931,3.57,0.74,11.85,7
6.39,0.368,0.33,2.32,0.0438,10.9,40.4,0.9926,3.18,0.84,11.94,6
8.94,0.272,0.31,7.26,0.0411,6.8,42.6,0.9962,3.27,0.81,12.02,6
12.48,0.736,0.26,4.11,0.0615,48.9,188.7,0.9994,3.06,0.65,9.61,5
9.63,0.212,0.44,5.6,0.1285,6.6,35.7,0.9977,3.36,0.49,9.97,5
6.83,0.686,0.35,1.53,0.0214,18.4,56.5,0.9949,3.43,0.57,8.94,6
10.23,0.806,0.52,1.07,0.1053,11.1,54.4,0.9968,3.28,0.55,9.37,5
7.76,0.519,0.07,1.21,0.104,13.3,42.0,0.9937,3.38,0.59,11.14,5
10.64,0.127,0.27,1.94,0.136,8.0,32.9,0.9955,3.08,0.69,11.79,5
9.67,0.589,0.23,3.26,0.1017,42.2,103.0,0.998,3.39,0.72,8.49,4
4.6,0.559,0.06,1.14,0.0358,12.2,41.1,0.9927,3.59,0.63,9.58,5
6.59,0.398,0.42,2.52,0.0511,35.3,132.4,0.9942,3.51,0.64,10.15,5
9.91,0.482,0.67,1.49,0.0422,2.1,18.0,0.9959,3.38,0.66,10.46,5
8.56,0.83,0.25,1.53,0.068,12.2,22.5,0.9958,3.35,0.55,9.37,5
6.56,0.523,0.42,2.53,0.0722,17.2,52.7,0.9931,3.57,0.56,11.5,7
7.22,0.333,0.31,1.84,0.0379,18.4,58.8,0.9944,3.41,0.38,10.15,6
5.06,0.218,0.16,3.41,0.1433,30.2,127.5,0.9931,3.45,0.56,10.61,6
8.15,0.434,0.0,1.15,0.0315,2.1,19.9,0.9939,3.32,0.76,11.17,6
12.06,0.454,0.16,3.24,0.1383,2.0,14.6,0.9979,3.12,0.56,10.63,6
9.67,0.654,0.0,1.0,0.1369,9.7,37.9,0.9961,3.18,0.6,9.74,5
12.02,0.399,0.6,1.22,0.1204,2.4,9.5,0.9972,3.32,0.76,10.52,6
9.8,0.577,0.27,2.5,0.0567,46.0,113.4,0.9961,3.27,0.77,10.54,6
10.05,0.819,0.23,3.8,0.0982,5.0,30.9,0.997,3.23,0.5,10.25,6
11.66,0.709,0.41,1.34,0.0384,9.7,8.0,0.9975,3.19,0.81,9.92,5
8.94,0.562,0.05,1.49,0.1259,2.8,14.8,0.9941,3.64,0.83,11.77,5
7.98,0.539,0.11,2.06,0.0865,10.9,42.0,0.9945,3.19,0.45,10.74,5
10.06,0.509,0.26,1.26,0.0731,7.7,31.6,0.9963,3.12,0.5,9.88,5
10.77,0.691,0.48,3.4,0.0356,2.5,27.5,0.9965,3.02,0.88,11.32,6
7.48,0.383,0.38,3.13,0.015,6.9,20.7,0.995,3.32,0.66,10.29,6
7.07,0.578,0.29,1.14,0.048,8.0,33.4,0.993,3.4,0.33,11.35,5
8.54,0.339,0.38,1.83,0.119,57.2,158.4,0.9939,3.24,0.52,11.89,8
9.71,0.405,0.36,3.14,0.0684,4.8,38.8,0.9963,3.17,0.64,10.52,6
9.66,0.337,0.29,1.52,0.0827,11.4,40.8,0.9956,3.26,0.44,10.62,5
5.88,0.625,0.06,2.4,0.1157,54.4,167.6,0.9949,3.37,0.57,8.6,5
11.55,0.56,0.26,0.98,0.1617,20.8,76.6,0.9979,3.18,0.65,9.05,5
7.21,0.655,0.06,2.31,0.1425,62.2,258.3,0.9955,3.5,0.89,8.98,5
7.85,0.479,0.26,1.15,0.0506,43.4,116.8,0.9944,3.41,0.59,10.32,5
6.77,0.778,0.16,3.56,0.015,10.1,53.9,0.9933,3.49,0.82,11.91,5
12.89,0.421,0.71,1.56,0.1839,16.3,67.3,0.9964,3.21,0.88,12.41,5
8.71,0.861,0.24,1.4,0.1803,3.4,19.6,0.9947,3.32,0.88,10.81,5
6.85,0.12,0.08,3.66,0.087,9.0,41.3,0.9937,3.36,0.77,11.58,7
9.77,0.644,0.23,0.98,0.0387,21.9,74.0,0.9972,3.14,0.33,8.4,5
9.61,0.571,0.38,1.66,0.123,10.4,29.8,0.996,3.2,0.76,10.08,6
7.98,0.435,0.55,1.59,0.0852,16.6,66.0,0.9954,3.26,0.82,9.39,5
9.73,0.402,0.26,1.4,0.07,18.4,75.3,0.9953,3.33,0.75,10.9,8
6.9,0.788,0.0,4.54,0.1253,5.5,23.5,0.9953,3.42,0.94,10.01,5
7.46,0.193,0.4,2.99,0.1029,27.0,105.5,0.9954,3.44,0.79,9.7,5
4.88,0.495,0.08,1.0,0.0321,9.4,55.4,0.9932,3.34,0.82,9.1,7
6.05,0.12,0.25,2.78,0.0665,4.8,13.5,0.9926,3.59,0.9,11.82,7
11.37,0.326,0.24,2.02,0.1109,26.1,72.5,0.9978,3.11,0.74,9.55,6
11.09,0.847,0.24,4.37,0.1099,8.5,29.2,0.9979,3.04,0.33,10.41,5
8.41,0.471,0.37,1.46,0.1,18.7,54.0,0.9934,3.25,0.56,12.25,5
11.13,0.29,0.17,2.18,0.1218,11.5,48.0,0.9976,3.47,0.88,9.71,6
8.03,0.376,0.28,1.94,0.065,7.8,24.4,0.9963,3.28,0.58,8.54,7
7.89,0.842,0.29,1.91,0.0916,21.9,63.3,0.9947,3.29,0.64,10.34,6
8.4,0.179,0.32,1.81,0.015,12.5,57.8,0.9939,3.28,0.5,11.73,6
8.09,0.391,0.27,1.25,0.0715,7.9,33.7,0.9932,3.3,0.94,12.13,5
7.93,0.745,0.37,3.01,0.1151,3.4,25.4,0.9959,3.23,0.97,9.4,6
10.24,0.886,0.4,1.8,0.0739,29.1,113.5,0.9961,3.23,0.49,10.67,5
8.56,0.552,0.32,5.67,0.0709,2.4,13.2,0.9972,3.43,0.67,9.71,5
9.51,0.359,0.33,1.35,0.0478,25.9,77.7,0.9958,3.29,0.52,10.07,5
10.05,0.846,0.01,2.62,0.1246,7.4,36.9,0.9942,3.09,0.78,13.27,6
8.96,0.841,0.26,5.14,0.1114,14.2,70.6,0.9981,3.24,0.73,8.67,5
6.65,0.685,0.34,2.53,0.1225,32.6,73.9,0.994,3.33,0.78,10.43,5
6.0,0.352,0.42,3.98,0.0155,4.0,10.7,0.9936,3.43,0.74,11.09,6
8.55,0.562,0.13,3.54,0.0831,12.0,40.9,0.9951,3.46,1.14,11.26,5
8.01,0.463,0.17,1.57,0.0733,19.3,80.1,0.9944,3.31,0.51,10.72,6
8.45,0.626,0.15,2.27,0.0783,19.0,58.0,0.9951,3.29,0.35,10.48,5
8.27,0.737,0.39,1.15,0.0599,10.9,37.0,0.9948,3.52,0.61,10.23,6
12.69,0.64,0.48,2.05,0.0707,13.8,60.1,0.9977,3.2,0.41,10.89,6
6.04,0.387,0.18,1.29,0.1235,19.0,77.1,0.9936,3.49,0.39,9.83,5
4.92,0.804,0.41,2.94,0.015,24.1,64.7,0.9927,3.71,0.47,10.8,5
8.87,0.623,0.27,2.03,0.1606,19.2,74.0,0.9959,3.34,0.48,9.81,5
7.66,0.687,0.23,1.69,0.1089,7.2,20.6,0.9943,3.1,0.48,10.55,5
8.84,0.579,0.33,1.37,0.0728,68.0,264.6,0.9942,3.38,0.85,11.5,8
9.29,0.381,0.38,10.87,0.1258,8.8,17.8,0.9985,3.07,0.55,11.3,5
10.48,0.484,0.35,1.01,0.0264,2.3,19.4,0.996,3.26,0.65,10.57,6
5.74,0.48,0.66,0.97,0.0629,7.4,28.3,0.9944,3.23,0.79,8.4,5
7.35,0.223,0.14,1.27,0.0797,3.6,28.7,0.9928,3.3,0.55,11.89,6
9.03,0.549,0.38,6.21,0.1391,3.6,12.5,0.9977,3.23,0.64,9.72,6
9.61,0.917,0.19,6.71,0.0826,6.0,29.4,0.9981,3.15,0.74,9.97,6
12.03,0.177,0.13,2.5,0.1025,2.7,33.5,0.9981,3.08,0.35,10.03,6
9.92,0.565,0.25,4.08,0.0659,16.0,41.3,0.996,3.35,0.33,11.55,5
8.2,0.679,0.27,1.26,0.109,2.9,17.2,0.9962,3.23,0.7,8.4,5
6.79,0.431,0.86,6.27,0.1466,4.7,15.2,0.9926,3.45,0.8,14.21,7
7.34,0.471,0.26,1.13,0.1243,3.2,9.1,0.9929,3.24,1.03,11.68,6
7.29,0.189,0.13,1.06,0.0762,2.8,31.4,0.9932,3.34,0.75,11.3,7
9.41,0.61,0.3,1.08,0.1165,5.7,24.2,0.9956,3.29,0.78,10.12,5
8.74,0.361,0.0,2.18,0.1076,12.2,53.5,0.995,3.17,0.65,10.91,6
6.05,0.12,0.31,3.18,0.0998,42.1,143.1,0.9929,3.27,0.77,11.6,7
7.56,0.773,0.25,1.59,0.134,27.0,77.9,0.994,3.41,0.92,10.82,5
9.79,0.733,0.39,6.62,0.1337,27.0,106.5,0.9976,3.37,0.33,10.73,5
8.9,0.499,0.47,1.75,0.0794,4.3,33.1,0.9951,3.27,0.75,10.71,6
9.27,0.529,0.2,1.14,0.1102,5.7,34.9,0.9953,3.21,1.04,10.43,6
8.95,0.673,0.26,1.84,0.0692,3.0,8.0,0.9953,3.3,0.73,10.47,6
11.06,0.608,0.11,2.6,0.0526,20.1,79.3,0.9975,3.18,0.92,9.98,5
8.7,0.644,0.09,3.58,0.0737,2.9,23.1,0.9948,3.32,0.57,11.76,6
7.64,0.519,0.31,1.82,0.0864,11.8,32.3,0.9942,3.04,0.63,10.77,5
6.74,0.793,0.02,2.25,0.023,5.4,20.5,0.9956,3.26,0.65,8.4,5
8.72,0.625,0.18,1.37,0.1239,5.3,35.7,0.9947,3.19,0.33,10.83,5
4.6,0.523,0.11,2.46,0.015,58.2,157.4,0.9922,3.51,0.48,10.82,6
7.99,0.274,0.39,7.3,0.1931,19.0,59.5,0.9967,3.35,0.49,10.61,6
7.95,0.539,0.61,0.98,0.1446,23.8,110.1,0.9945,3.4,0.82,10.24,6
5.98,0.429,0.02,4.16,0.0791,12.2,41.0,0.9935,3.46,0.79,11.3,5
6.72,0.301,0.0,2.14,0.0799,26.6,115.5,0.9926,3.23,0.78,12.02,7
9.68,0.431,0.23,1.34,0.1016,14.4,55.0,0.9965,3.41,0.78,9.4,5
8.69,0.309,0.29,5.55,0.0609,37.1,148.3,0.9962,3.44,0.65,11.03,6
8.47,0.931,0.29,1.89,0.0972,6.0,32.9,0.996,3.15,0.84,9.2,5
8.82,0.796,0.17,1.5,0.0837,12.9,42.1,0.9964,3.32,0.64,8.8,5
8.46,0.816,0.25,1.2,0.0807,16.1,71.7,0.9951,3.23,0.69,10.0,6
10.41,0.362,0.32,1.32,0.0968,8.0,27.6,0.9957,3.22,0.59,11.04,5
8.51,0.502,0.48,3.58,0.032,27.4,86.6,0.9948,3.43,0.8,11.58,6
5.82,0.27,0.0,2.33,0.0861,48.8,169.2,0.9928,3.69,0.61,11.14,6
11.07,0.452,0.18,4.57,0.096,10.2,27.3,0.9976,3.26,0.81,10.9,5
8.93,0.254,0.37,1.3,0.0847,7.9,33.1,0.9942,3.31,0.53,11.59,7
7.3,0.781,0.08,1.09,0.0809,9.7,43.4,0.9946,3.32,0.45,9.53,5
6.17,0.423,0.6,0.91,0.13,25.0,110.3,0.9925,3.44,0.8,11.06,6
8.97,0.592,0.22,1.96,0.0654,14.4,51.5,0.9943,3.44,0.7,11.88,7
8.1,0.593,0.28,10.47,0.0936,2.5,30.9,0.9975,3.31,0.6,11.38,6
10.98,0.962,0.35,2.68,0.1414,11.4,45.3,0.9964,3.07,0.79,11.36,5
7.71,0.158,0.22,1.45,0.0763,2.2,21.7,0.9933,3.15,0.62,11.78,7
6.88,0.704,0.0,4.04,0.0931,20.1,68.5,0.9943,3.44,0.65,10.98,6
9.82,0.765,0.17,3.18,0.0856,6.8,36.9,0.9959,3.26,0.88,11.25,5
9.87,0.405,0.44,0.92,0.139,9.7,42.9,0.9959,3.15,0.9,10.15,5
8.59,0.661,0.23,3.45,0.0742,21.2,65.5,0.9963,3.42,0.95,9.74,6
9.45,0.547,0.14,1.44,0.1358,2.6,19.7,0.9955,3.2,0.63,10.46,6
8.24,0.451,0.46,1.14,0.0804,4.1,25.8,0.995,3.3,0.89,9.88,6
8.7,0.27,0.27,1.28,0.0451,8.1,26.4,0.995,3.29,0.56,10.4,7
10.28,0.368,0.2,1.85,0.1117,5.1,29.7,0.9963,3.17,0.53,10.48,6
9.36,0.918,0.28,1.73,0.0773,6.9,29.7,0.9964,3.29,0.33,9.38,5
8.01,0.57,0.39,1.41,0.1143,68.0,235.0,0.995,3.46,0.92,9.87,5
10.6,0.703,0.68,1.18,0.015,22.9,65.7,0.9979,3.06,0.49,8.4,5
4.6,0.356,0.44,3.05,0.0847,27.8,86.3,0.9925,3.55,0.66,10.84,6
11.79,0.517,0.42,7.82,0.0761,35.2,106.6,1.0003,3.16,0.45,9.73,4
5.4,0.674,0.2,3.16,0.042,7.0,26.7,0.9939,3.47,0.8,9.81,6
7.23,0.261,0.11,1.43,0.0624,6.2,32.2,0.9933,3.47,0.62,11.28,6
8.23,0.339,0.34,1.32,0.0566,5.2,24.6,0.9934,3.32,0.5,12.01,7
8.05,0.576,0.27,1.27,0.0876,23.3,110.1,0.996,3.38,0.72,8.57,5
10.01,0.509,0.1,1.12,0.0298,15.7,46.6,0.9963,3.31,0.44,9.86,6
6.5,0.54,0.22,2.1,0.1022,5.2,24.6,0.9946,3.34,0.5,9.41,5
8.74,0.557,0.36,2.29,0.1391,7.7,32.3,0.996,3.32,0.33,9.69,6
7.32,0.688,0.31,2.73,0.1007,10.5,50.4,0.9941,3.33,0.4,11.0,5
8.8,0.695,0.34,2.61,0.1219,11.0,52.6,0.9959,3.27,0.67,9.98,5
8.19,0.322,0.34,1.42,0.1283,28.3,79.6,0.9947,3.28,0.35,10.36,6
8.46,0.522,0.16,1.5,0.139,7.7,38.6,0.9965,3.36,0.39,8.4,5
7.37,0.773,0.16,2.62,0.1643,30.7,102.2,0.9943,3.37,0.64,10.81,5
7.43,0.642,0.07,1.54,0.0645,9.0,44.4,0.995,3.4,0.59,9.39,6
8.79,0.257,0.61,1.26,0.0558,18.5,60.4,0.9948,3.28,1.02,10.68,6
9.9,0.55,0.29,1.6,0.1158,34.0,122.2,0.9956,3.04,0.99,10.9,6
7.28,0.154,0.25,1.38,0.1128,30.6,77.6,0.9928,3.36,0.53,11.99,6
6.82,0.498,0.12,1.04,0.1155,2.7,13.0,0.9944,3.39,0.77,9.32,6
9.34,0.893,0.78,3.56,0.1651,4.8,25.5,0.9979,3.29,0.77,8.4,5
8.24,0.409,0.06,3.78,0.09,9.8,53.6,0.9957,3.24,0.54,10.36,5
9.71,0.428,0.17,1.27,0.1065,8.8,40.9,0.9944,3.1,0.39,11.98,5
6.76,0.54,0.4,1.0,0.0403,14.3,66.3,0.992,3.46,0.72,12.31,7
5.27,0.228,0.4,2.91,0.1699,36.7,114.7,0.9929,3.43,0.65,10.83,6
7.39,0.462,0.42,1.26,0.076,3.4,16.3,0.9946,3.38,0.57,9.68,5
7.0,0.591,0.62,1.65,0.0722,9.2,49.4,0.9931,3.34,0.76,11.43,6
8.17,0.302,0.42,1.0,0.0656,4.6,23.7,0.9947,3.32,0.59,10.1,7
7.22,0.53,0.06,1.28,0.0637,28.9,103.4,0.9937,3.31,0.44,10.65,5
9.56,0.617,0.24,3.26,0.0553,42.1,170.4,0.9958,3.13,0.7,11.13,6
7.81,0.562,0.35,3.35,0.0636,9.8,35.5,0.9942,3.39,0.75,11.69,6
8.56,0.535,0.66,1.25,0.0299,3.3,8.0,0.9925,3.22,0.48,13.38,6
8.57,0.592,0.0,1.51,0.0631,20.5,98.8,0.9952,3.32,0.76,10.12,4
8.63,0.473,0.55,1.12,0.1575,16.3,62.4,0.9947,3.34,0.42,10.57,7
8.26,0.389,0.36,1.02,0.1089,7.3,42.3,0.994,3.24,0.62,11.05,7
9.17,0.568,0.44,8.18,0.1215,28.2,94.2,0.9993,3.12,0.64,8.86,6
6.95,0.406,0.27,2.5,0.1316,46.7,172.7,0.9946,3.67,0.57,9.93,6
10.68,0.379,0.18,2.07,0.1529,11.8,48.9,0.9965,3.13,0.62,10.67,7
7.9,0.322,0.43,3.08,0.015,12.0,55.6,0.9954,3.4,1.0,10.1,6
6.07,0.564,0.37,3.65,0.0403,6.2,41.5,0.9941,3.65,0.5,10.33,5
8.62,0.352,0.46,3.37,0.0524,12.5,39.9,0.9962,3.39,1.1,9.8,6
6.85,0.301,0.29,0.93,0.0657,9.0,33.7,0.9925,3.35,0.75,11.75,6
9.43,0.614,0.14,1.21,0.0775,6.3,26.4,0.9956,3.25,0.66,10.18,5
12.06,0.526,0.01,2.5,0.0666,2.8,23.7,0.9976,3.02,0.76,10.62,6
6.96,0.543,0.48,1.61,0.0883,5.5,10.9,0.9936,3.48,1.15,10.75,7
8.87,0.337,0.41,6.97,0.0809,4.6,27.8,0.9967,3.35,0.55,11.23,7
5.32,0.639,0.08,2.54,0.0606,11.4,52.8,0.9926,3.4,0.45,11.0,5
9.07,0.664,0.15,5.6,0.015,13.0,62.5,0.9978,3.15,0.51,9.31,5
6.79,0.406,0.29,1.24,0.0348,13.3,48.6,0.9933,3.23,0.77,10.87,8
7.24,0.35,0.02,3.89,0.0625,7.9,48.1,0.9951,3.48,0.39,10.32,6
6.43,0.595,0.1,1.48,0.0796,8.6,38.4,0.9947,3.42,0.64,8.83,5
9.54,0.472,0.13,7.74,0.0343,23.6,70.2,0.9983,3.27,1.01,10.26,7
10.01,0.411,0.26,1.16,0.0599,9.8,27.1,0.9957,3.13,0.75,10.6,7
8.34,0.135,0.16,1.99,0.0393,54.8,199.5,0.9941,3.13,0.63,11.5,6
6.83,0.517,0.0,3.26,0.0795,8.9,40.6,0.9941,3.5,0.57,10.89,6
11.0,0.946,0.61,1.75,0.0466,14.6,55.5,0.9968,3.18,0.79,10.37,5
7.02,0.509,0.48,1.85,0.0555,2.6,27.8,0.9935,3.48,0.5,11.03,5
4.62,0.446,0.11,7.34,0.0372,14.7,74.9,0.9948,3.45,0.95,10.04,5
9.08,0.553,0.34,1.73,0.0784,24.9,70.5,0.9949,3.24,1.01,11.02,6
6.42,0.783,0.25,2.29,0.0648,36.3,100.4,0.9948,3.49,0.6,9.17,3
9.98,0.773,0.46,0.98,0.1258,68.0,278.7,0.9957,3.31,0.64,10.44,5
7.65,0.356,0.1,3.67,0.1057,6.0,37.9,0.9959,3.44,0.82,9.59,5
9.33,0.614,0.49,2.47,0.0817,12.3,68.3,0.9975,3.22,0.87,8.4,6
10.68,0.51,0.23,1.68,0.0476,9.2,17.0,0.9961,3.26,0.58,10.94,7
6.24,0.546,0.01,0.92,0.1047,12.0,41.4,0.9922,3.55,0.55,11.6,5
7.34,0.628,0.38,2.24,0.1171,4.1,22.2,0.9939,3.35,0.42,11.1,5
8.17,0.665,0.52,0.92,0.0902,25.3,57.9,0.9935,3.25,0.75,11.59,6
10.91,0.718,0.72,0.9,0.1536,30.8,105.5,0.9956,3.34,0.75,11.41,5
7.18,0.376,0.03,2.34,0.1079,9.2,40.7,0.9945,3.29,0.41,10.26,5
7.29,0.709,0.38,1.21,0.126,5.9,21.0,0.994,3.44,0.56,10.37,5
9.11,0.559,0.18,1.22,0.0948,3.8,8.0,0.9959,3.26,0.41,9.56,5
7.32,0.582,0.39,2.49,0.1165,15.8,75.9,0.9949,3.14,0.49,9.86,5
8.56,0.502,0.03,0.98,0.0526,6.5,27.7,0.9941,3.43,0.77,11.24,6
5.66,0.544,0.02,1.46,0.0712,30.8,113.8,0.9921,3.11,0.52,11.38,5
12.06,0.613,0.19,1.14,0.0935,15.3,41.7,0.9969,2.88,0.67,10.94,7
6.01,0.556,0.26,2.2,0.1032,14.5,51.1,0.994,3.49,0.36,9.72,5
7.75,0.3,0.17,2.53,0.1048,11.8,53.9,0.9946,3.4,0.71,10.63,6
8.24,0.423,0.41,2.82,0.1285,2.6,8.0,0.9946,3.24,0.67,11.23,6
11.55,0.68,0.39,1.34,0.0375,34.2,100.9,0.9986,3.17,0.48,8.4,4
6.05,0.699,0.4,1.04,0.0455,13.9,64.9,0.9946,3.12,0.65,8.4,6
11.67,0.673,0.54,1.02,0.0987,63.5,269.3,0.9976,3.23,0.67,9.62,5
9.59,0.265,0.4,1.73,0.0505,11.2,38.2,0.9962,3.28,0.58,9.85,7
9.01,0.992,0.03,5.27,0.2246,16.9,69.5,0.9974,3.27,0.39,9.67,5
6.63,0.615,0.5,1.27,0.1101,2.7,17.6,0.9938,3.4,0.95,10.03,5
9.27,0.787,0.14,1.35,0.0864,14.0,48.1,0.996,3.32,0.53,9.72,5
7.07,0.304,0.53,1.06,0.0539,19.4,88.2,0.9917,3.37,0.74,12.98,8
10.45,0.581,0.57,2.3,0.0653,20.1,102.6,0.9962,2.98,0.85,10.95,6
6.65,0.633,0.37,2.61,0.0857,19.6,97.0,0.9937,3.66,1.28,10.93,6
8.11,0.777,0.0,2.44,0.094,5.1,15.1,0.9947,3.46,0.43,10.8,5
7.36,0.67,0.12,3.86,0.0662,46.5,130.6,0.9958,3.2,0.76,9.49,6
6.62,0.718,0.49,1.9,0.0786,66.0,271.3,0.9931,3.35,0.52,11.21,5
9.56,0.356,0.3,1.12,0.1333,2.9,16.8,0.995,3.22,0.63,11.0,7
9.21,0.473,0.26,1.41,0.1449,35.1,103.4,0.995,3.39,0.52,10.85,5
10.36,0.627,0.39,2.53,0.0996,6.1,37.7,0.9977,2.95,0.45,9.1,5
5.27,0.809,0.34,2.32,0.0408,16.0,61.5,0.9946,3.4,0.59,8.4,4
10.11,0.452,0.34,2.04,0.106,7.0,42.1,0.9954,3.01,0.43,11.44,6
12.56,0.671,0.25,2.62,0.1467,43.2,170.8,0.9977,3.06,0.84,11.0,6
7.53,0.817,0.19,2.42,0.1443,3.3,8.0,0.9955,3.29,0.65,9.27,5
11.52,0.334,0.44,4.1,0.1139,10.3,36.6,0.9986,3.16,0.75,9.76,6
7.85,0.428,0.35,2.22,0.1464,8.7,48.4,0.994,3.26,0.56,11.3,5
5.97,0.466,0.24,3.16,0.0866,6.7,28.4,0.9946,3.34,0.62,9.44,6
7.78,0.622,0.44,1.33,0.1146,14.4,50.5,0.9932,3.41,0.69,11.82,5
10.08,0.481,0.23,2.6,0.0623,3.7,26.8,0.9974,3.28,0.44,9.27,5
6.88,0.72,0.14,4.39,0.0962,17.1,68.6,0.9943,3.45,0.62,11.26,6
7.28,0.642,0.11,1.63,0.1427,49.3,193.9,0.9946,3.34,0.49,9.85,5
9.31,0.577,0.07,3.17,0.0659,21.6,59.0,0.9959,3.19,0.49,10.78,5
8.31,0.166,0.28,2.84,0.045,25.6,85.7,0.9952,3.3,0.36,10.53,7
9.29,0.186,0.55,0.99,0.0834,7.3,20.4,0.9949,3.32,0.95,10.91,7
8.7,0.618,0.11,2.21,0.0804,6.7,29.8,0.9955,3.03,0.52,10.22,5
9.12,0.207,0.28,1.11,0.1155,10.7,50.7,0.9962,3.32,0.84,9.17,5
