App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Master Vault Busi 97,"Full of bugs, login screen freezes constantly.",Negative,-0.484,0.69
Hyper Flow Pers 791,"Best in its class, saves me so much time every day.",Positive,0.573,0.64
Hyper Flow Pers 791,Average performance. UI could use some polishing.,Neutral,-0.062,0.346
Hyper Flow Pers 791,"Best in its class, saves me so much time every day.",Positive,0.652,0.702
Hyper Flow Pers 791,Incredible features and clean layout. Worth every penny.,Positive,0.429,0.45
Hyper Flow Pers 791,Essential utility for daily workflow. Fast loading.,Positive,0.424,0.708
Hyper Flow Pers 791,"Good concept, waiting for future feature updates.",Neutral,0.022,0.371
Hyper Flow Pers 791,Essential utility for daily workflow. Fast loading.,Positive,0.31,0.642
Easy Manager Comm 1345,Incredible features and clean layout. Worth every penny.,Positive,0.568,0.423
Easy Manager Comm 1345,Essential utility for daily workflow. Fast loading.,Positive,0.832,0.658
Easy Manager Comm 1345,Battery drain is immense and phone overheats quickly.,Negative,-0.323,0.548
Easy Manager Comm 1345,Great customer support and seamless synchronization.,Positive,0.835,0.509
Easy Manager Comm 1345,"Good concept, waiting for future feature updates.",Neutral,0.145,0.312
Easy Manager Comm 1345,Battery drain is immense and phone overheats quickly.,Negative,-0.268,0.601
Easy Manager Comm 1345,Game is highly addictive with stellar graphics!,Positive,0.503,0.406
Easy Manager Comm 1345,Customer service never responded to my refund ticket.,Negative,-0.525,0.464
Easy Manager Comm 1345,Essential utility for daily workflow. Fast loading.,Positive,0.382,0.6
Quick Tracker Pers 388,Absolutely love this app! Very smooth UI and responsive.,Positive,0.806,0.745
Quick Tracker Pers 388,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.029,0.202
Quick Tracker Pers 388,Incredible features and clean layout. Worth every penny.,Positive,0.721,0.661
Quick Tracker Pers 388,Absolutely love this app! Very smooth UI and responsive.,Positive,0.284,0.541
Quick Tracker Pers 388,Great customer support and seamless synchronization.,Positive,0.724,0.845
Quick Tracker Pers 388,"Good concept, waiting for future feature updates.",Neutral,-0.054,0.362
Quick Tracker Pers 388,"Best in its class, saves me so much time every day.",Positive,0.817,0.572
Quick Tracker Prod 1619,Game is highly addictive with stellar graphics!,Positive,0.77,0.459
Quick Tracker Prod 1619,"Best in its class, saves me so much time every day.",Positive,0.412,0.571
Quick Tracker Prod 1619,Great customer support and seamless synchronization.,Positive,0.917,0.486
Quick Tracker Prod 1619,Game is highly addictive with stellar graphics!,Positive,0.31,0.602
Quick Tracker Prod 1619,"Full of bugs, login screen freezes constantly.",Negative,-0.643,0.659
Quick Tracker Prod 1619,Constant crashes after the latest update. Terrible experience.,Negative,-0.616,0.5
Quick Tracker Prod 1619,"Full of bugs, login screen freezes constantly.",Negative,-0.597,0.699
Quick Tracker Prod 1619,Essential utility for daily workflow. Fast loading.,Positive,0.258,0.779
Daily Hero Pers 1768,Game is highly addictive with stellar graphics!,Positive,0.809,0.505
Daily Hero Pers 1768,Game is highly addictive with stellar graphics!,Positive,0.948,0.564
Daily Hero Pers 1768,Game is highly addictive with stellar graphics!,Positive,0.81,0.507
Daily Hero Pers 1768,Absolutely love this app! Very smooth UI and responsive.,Positive,0.418,0.825
Daily Hero Pers 1768,"Best in its class, saves me so much time every day.",Positive,0.814,0.838
Daily Hero Pers 1768,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.515,0.494
Daily Hero Pers 1768,Incredible features and clean layout. Worth every penny.,Positive,0.77,0.41
Daily Hero Pers 1768,"Best in its class, saves me so much time every day.",Positive,0.927,0.565
Daily Hero Pers 1768,Game is highly addictive with stellar graphics!,Positive,0.451,0.699
Daily Hero Pers 1768,Incredible features and clean layout. Worth every penny.,Positive,0.58,0.624
Daily Tracker Comm 238,Essential utility for daily workflow. Fast loading.,Positive,0.597,0.707
Daily Tracker Comm 238,"Works okay on tablet, bit clunky on small screens.",Neutral,0.074,0.319
Daily Tracker Comm 238,Game is highly addictive with stellar graphics!,Positive,0.94,0.542
Daily Tracker Comm 238,Great customer support and seamless synchronization.,Positive,0.687,0.81
Daily Tracker Comm 238,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.0,0.332
Daily Tracker Comm 238,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.019,0.176
Daily Tracker Comm 238,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.077,0.215
Daily Tracker Comm 238,Constant crashes after the latest update. Terrible experience.,Negative,-0.74,0.766
Master Flow Fina 2134,"Good concept, waiting for future feature updates.",Neutral,0.142,0.26
Master Flow Fina 2134,Essential utility for daily workflow. Fast loading.,Positive,0.905,0.6
Master Flow Fina 2134,"Works okay on tablet, bit clunky on small screens.",Neutral,0.124,0.371
Master Flow Fina 2134,Great customer support and seamless synchronization.,Positive,0.874,0.4
Master Flow Fina 2134,Great customer support and seamless synchronization.,Positive,0.475,0.807
Master Flow Fina 2134,Absolutely love this app! Very smooth UI and responsive.,Positive,0.63,0.614
Master Flow Fina 2134,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.672,0.852
Master Flow Fina 2134,Constant crashes after the latest update. Terrible experience.,Negative,-0.197,0.631
Master Flow Fina 2134,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.093,0.176
Smart Hub Tool 1399,Essential utility for daily workflow. Fast loading.,Positive,0.338,0.496
Smart Hub Tool 1399,Absolutely love this app! Very smooth UI and responsive.,Positive,0.715,0.635
Smart Hub Tool 1399,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.014,0.157
Smart Hub Tool 1399,Incredible features and clean layout. Worth every penny.,Positive,0.579,0.571
Smart Hub Tool 1399,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.035,0.158
Smart Hub Busi 1134,Customer service never responded to my refund ticket.,Negative,-0.199,0.86
Smart Hub Busi 1134,"Best in its class, saves me so much time every day.",Positive,0.797,0.725
Smart Hub Busi 1134,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.463,0.882
Smart Hub Busi 1134,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.069,0.368
Smart Hub Busi 1134,Essential utility for daily workflow. Fast loading.,Positive,0.371,0.832
Smart Hub Busi 1134,Constant crashes after the latest update. Terrible experience.,Negative,-0.265,0.564
Master Hero Phot 2180,Incredible features and clean layout. Worth every penny.,Positive,0.711,0.824
Master Hero Phot 2180,Great customer support and seamless synchronization.,Positive,0.352,0.503
Master Hero Phot 2180,"Works okay on tablet, bit clunky on small screens.",Neutral,0.124,0.371
Master Hero Phot 2180,Absolutely love this app! Very smooth UI and responsive.,Positive,0.808,0.59
Master Hero Phot 2180,Game is highly addictive with stellar graphics!,Positive,0.288,0.633
Master Hero Phot 2180,"Good concept, waiting for future feature updates.",Neutral,-0.076,0.325
Master Hero Phot 2180,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.655,0.76
Master Hero Phot 2180,"Best in its class, saves me so much time every day.",Positive,0.295,0.739
Master Hero Phot 2180,Incredible features and clean layout. Worth every penny.,Positive,0.477,0.743
Master Hero Phot 2180,Game is highly addictive with stellar graphics!,Positive,0.776,0.522
Master Hero Phot 2180,Constant crashes after the latest update. Terrible experience.,Negative,-0.549,0.801
Master Hero Phot 2180,Battery drain is immense and phone overheats quickly.,Negative,-0.778,0.761
Quick Hero Medi 1678,Essential utility for daily workflow. Fast loading.,Positive,0.323,0.501
Quick Hero Medi 1678,Customer service never responded to my refund ticket.,Negative,-0.552,0.848
Quick Hero Medi 1678,Absolutely love this app! Very smooth UI and responsive.,Positive,0.78,0.405
Quick Hero Medi 1678,Great customer support and seamless synchronization.,Positive,0.843,0.42
Quick Hero Medi 1678,Game is highly addictive with stellar graphics!,Positive,0.654,0.708
Quick Hero Medi 1678,Essential utility for daily workflow. Fast loading.,Positive,0.513,0.45
Quick Hero Medi 1678,"Full of bugs, login screen freezes constantly.",Negative,-0.691,0.456
Quick Hero Medi 1678,Essential utility for daily workflow. Fast loading.,Positive,0.476,0.786
Hyper Tracker Prod 963,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.635,0.674
Hyper Tracker Prod 963,Essential utility for daily workflow. Fast loading.,Positive,0.406,0.844
Hyper Tracker Prod 963,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.038,0.34
Hyper Tracker Prod 963,Absolutely love this app! Very smooth UI and responsive.,Positive,0.715,0.626
Hyper Tracker Prod 963,Incredible features and clean layout. Worth every penny.,Positive,0.836,0.434
Hyper Tracker Prod 963,Customer service never responded to my refund ticket.,Negative,-0.511,0.838
Hyper Tracker Prod 963,Absolutely love this app! Very smooth UI and responsive.,Positive,0.807,0.496
Hyper Tracker Prod 963,Essential utility for daily workflow. Fast loading.,Positive,0.331,0.547
Hyper Tracker Prod 963,Great customer support and seamless synchronization.,Positive,0.738,0.521
Easy Manager Comm 2137,Battery drain is immense and phone overheats quickly.,Negative,-0.732,0.46
Easy Manager Comm 2137,Customer service never responded to my refund ticket.,Negative,-0.193,0.465
Easy Manager Comm 2137,Great customer support and seamless synchronization.,Positive,0.357,0.43
Easy Manager Comm 2137,Essential utility for daily workflow. Fast loading.,Positive,0.357,0.579
Easy Manager Comm 2137,"Best in its class, saves me so much time every day.",Positive,0.769,0.673
Easy Lite Fami 583,Game is highly addictive with stellar graphics!,Positive,0.908,0.443
Easy Lite Fami 583,Incredible features and clean layout. Worth every penny.,Positive,0.275,0.71
Easy Lite Fami 583,Customer service never responded to my refund ticket.,Negative,-0.27,0.805
Easy Lite Fami 583,Game is highly addictive with stellar graphics!,Positive,0.609,0.801
Easy Lite Fami 583,"Full of bugs, login screen freezes constantly.",Negative,-0.166,0.899
Easy Lite Fami 583,Constant crashes after the latest update. Terrible experience.,Negative,-0.574,0.81
Easy Lite Fami 583,Absolutely love this app! Very smooth UI and responsive.,Positive,0.355,0.7
Fast Tracker Busi 1451,Great customer support and seamless synchronization.,Positive,0.483,0.463
Fast Tracker Busi 1451,"Best in its class, saves me so much time every day.",Positive,0.397,0.83
Fast Tracker Busi 1451,Game is highly addictive with stellar graphics!,Positive,0.59,0.462
Fast Tracker Busi 1451,Essential utility for daily workflow. Fast loading.,Positive,0.746,0.496
Fast Tracker Busi 1451,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.069,0.194
Fast Tracker Busi 1451,Absolutely love this app! Very smooth UI and responsive.,Positive,0.921,0.518
Super Portal Busi 2184,"Best in its class, saves me so much time every day.",Positive,0.598,0.719
Super Portal Busi 2184,"Best in its class, saves me so much time every day.",Positive,0.471,0.621
Super Portal Busi 2184,Battery drain is immense and phone overheats quickly.,Negative,-0.724,0.803
Super Portal Busi 2184,Battery drain is immense and phone overheats quickly.,Negative,-0.344,0.455
Super Portal Busi 2184,Absolutely love this app! Very smooth UI and responsive.,Positive,0.558,0.507
Super Portal Busi 2184,Absolutely love this app! Very smooth UI and responsive.,Positive,0.509,0.629
Super Portal Busi 2184,Essential utility for daily workflow. Fast loading.,Positive,0.682,0.465
Super Portal Busi 2184,Essential utility for daily workflow. Fast loading.,Positive,0.481,0.655
NextGen Flow Fina 841,Essential utility for daily workflow. Fast loading.,Positive,0.815,0.401
NextGen Flow Fina 841,Battery drain is immense and phone overheats quickly.,Negative,-0.599,0.832
NextGen Flow Fina 841,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.504,0.81
NextGen Flow Fina 841,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.573,0.752
NextGen Flow Fina 841,"Best in its class, saves me so much time every day.",Positive,0.572,0.557
NextGen Flow Fina 841,Great customer support and seamless synchronization.,Positive,0.755,0.445
NextGen Flow Fina 841,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.068,0.187
NextGen Flow Fina 841,Absolutely love this app! Very smooth UI and responsive.,Positive,0.321,0.8
NextGen Flow Fina 841,Essential utility for daily workflow. Fast loading.,Positive,0.395,0.448
NextGen Flow Fina 841,"Best in its class, saves me so much time every day.",Positive,0.511,0.744
Daily Portal Fami 1447,Incredible features and clean layout. Worth every penny.,Positive,0.534,0.66
Daily Portal Fami 1447,"Good concept, waiting for future feature updates.",Neutral,0.078,0.369
Daily Portal Fami 1447,"Best in its class, saves me so much time every day.",Positive,0.826,0.457
Daily Portal Fami 1447,"Best in its class, saves me so much time every day.",Positive,0.884,0.651
Daily Portal Fami 1447,"Full of bugs, login screen freezes constantly.",Negative,-0.323,0.849
Quick Portal Tool 465,Essential utility for daily workflow. Fast loading.,Positive,0.653,0.493
Quick Portal Tool 465,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.038,0.153
Quick Portal Tool 465,Incredible features and clean layout. Worth every penny.,Positive,0.643,0.598
Quick Portal Tool 465,Game is highly addictive with stellar graphics!,Positive,0.683,0.456
Quick Portal Tool 465,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.006,0.387
Quick Portal Tool 465,"Best in its class, saves me so much time every day.",Positive,0.513,0.424
Quick Portal Tool 465,Great customer support and seamless synchronization.,Positive,0.396,0.43
Quick Portal Tool 465,"Best in its class, saves me so much time every day.",Positive,0.302,0.602
Quick Portal Tool 465,Incredible features and clean layout. Worth every penny.,Positive,0.75,0.645
Quick Portal Tool 465,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.472,0.539
Quick Portal Tool 465,Customer service never responded to my refund ticket.,Negative,-0.544,0.783
Quick Portal Tool 465,Absolutely love this app! Very smooth UI and responsive.,Positive,0.317,0.757
Quick 3D Fami 1663,Incredible features and clean layout. Worth every penny.,Positive,0.652,0.578
Quick 3D Fami 1663,Incredible features and clean layout. Worth every penny.,Positive,0.469,0.414
Quick 3D Fami 1663,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.096,0.378
Quick 3D Fami 1663,"Good concept, waiting for future feature updates.",Neutral,0.063,0.277
Quick 3D Fami 1663,"Best in its class, saves me so much time every day.",Positive,0.892,0.648
Quick 3D Fami 1663,Absolutely love this app! Very smooth UI and responsive.,Positive,0.795,0.412
Quick 3D Fami 1663,"Best in its class, saves me so much time every day.",Positive,0.645,0.736
Quick 3D Fami 1663,Incredible features and clean layout. Worth every penny.,Positive,0.291,0.819
Quick 3D Fami 1663,"Full of bugs, login screen freezes constantly.",Negative,-0.654,0.667
Quick 3D Fami 1663,Average performance. UI could use some polishing.,Neutral,0.14,0.279
Quick 3D Fami 1663,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.525,0.896
Quick 3D Fami 1663,Incredible features and clean layout. Worth every penny.,Positive,0.32,0.798
Hyper Hub Prod 1358,Absolutely love this app! Very smooth UI and responsive.,Positive,0.562,0.407
Hyper Hub Prod 1358,Essential utility for daily workflow. Fast loading.,Positive,0.874,0.427
Hyper Hub Prod 1358,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.047,0.376
Hyper Hub Prod 1358,Great customer support and seamless synchronization.,Positive,0.802,0.431
Hyper Hub Prod 1358,Absolutely love this app! Very smooth UI and responsive.,Positive,0.949,0.845
Hyper Hub Prod 1358,Incredible features and clean layout. Worth every penny.,Positive,0.77,0.412
Hyper Hub Prod 1358,"Best in its class, saves me so much time every day.",Positive,0.758,0.778
Hyper Hub Prod 1358,Absolutely love this app! Very smooth UI and responsive.,Positive,0.411,0.622
Master Hero Pers 1069,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.093,0.204
Master Hero Pers 1069,Essential utility for daily workflow. Fast loading.,Positive,0.398,0.586
Master Hero Pers 1069,"Full of bugs, login screen freezes constantly.",Negative,-0.754,0.473
Master Hero Pers 1069,Incredible features and clean layout. Worth every penny.,Positive,0.612,0.42
Master Hero Pers 1069,Absolutely love this app! Very smooth UI and responsive.,Positive,0.524,0.773
Master Hero Pers 1069,Essential utility for daily workflow. Fast loading.,Positive,0.459,0.534
Quick Hero Busi 522,Average performance. UI could use some polishing.,Neutral,-0.063,0.37
Quick Hero Busi 522,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.092,0.386
Quick Hero Busi 522,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.016,0.373
Quick Hero Busi 522,Game is highly addictive with stellar graphics!,Positive,0.687,0.454
Quick Hero Busi 522,Game is highly addictive with stellar graphics!,Positive,0.941,0.808
Quick Hero Busi 522,Constant crashes after the latest update. Terrible experience.,Negative,-0.415,0.665
Quick Hero Busi 522,"Full of bugs, login screen freezes constantly.",Negative,-0.834,0.555
Quick Hero Busi 522,Customer service never responded to my refund ticket.,Negative,-0.625,0.864
Quick Hero Busi 522,Great customer support and seamless synchronization.,Positive,0.673,0.761
Smart Lite Busi 481,Essential utility for daily workflow. Fast loading.,Positive,0.434,0.545
Smart Lite Busi 481,Essential utility for daily workflow. Fast loading.,Positive,0.563,0.849
Smart Lite Busi 481,"Full of bugs, login screen freezes constantly.",Negative,-0.304,0.821
Smart Lite Busi 481,Incredible features and clean layout. Worth every penny.,Positive,0.947,0.415
Smart Lite Busi 481,Absolutely love this app! Very smooth UI and responsive.,Positive,0.899,0.686
Smart Lite Busi 481,"Good concept, waiting for future feature updates.",Neutral,0.131,0.316
Smart Lite Busi 481,Incredible features and clean layout. Worth every penny.,Positive,0.257,0.754
Smart Lite Busi 481,Essential utility for daily workflow. Fast loading.,Positive,0.525,0.624
Smart Lite Busi 481,Essential utility for daily workflow. Fast loading.,Positive,0.668,0.509
Smart Lite Busi 481,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.082,0.371
Smart Lite Busi 481,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.024,0.158
Smart Portal Life 813,Game is highly addictive with stellar graphics!,Positive,0.263,0.432
Smart Portal Life 813,Incredible features and clean layout. Worth every penny.,Positive,0.917,0.562
Smart Portal Life 813,Absolutely love this app! Very smooth UI and responsive.,Positive,0.933,0.406
Smart Portal Life 813,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.094,0.328
Smart Portal Life 813,Incredible features and clean layout. Worth every penny.,Positive,0.426,0.608
Global Studio Game 2008,Great customer support and seamless synchronization.,Positive,0.817,0.558
Global Studio Game 2008,Absolutely love this app! Very smooth UI and responsive.,Positive,0.447,0.803
Global Studio Game 2008,"Best in its class, saves me so much time every day.",Positive,0.852,0.578
Global Studio Game 2008,Game is highly addictive with stellar graphics!,Positive,0.545,0.437
Global Studio Game 2008,Absolutely love this app! Very smooth UI and responsive.,Positive,0.738,0.671
Global Studio Game 2008,Constant crashes after the latest update. Terrible experience.,Negative,-0.159,0.5
Global Studio Game 2008,Constant crashes after the latest update. Terrible experience.,Negative,-0.295,0.623
Global Studio Game 2008,Essential utility for daily workflow. Fast loading.,Positive,0.511,0.651
Pro Tracker Medi 2131,Incredible features and clean layout. Worth every penny.,Positive,0.671,0.539
Pro Tracker Medi 2131,Absolutely love this app! Very smooth UI and responsive.,Positive,0.557,0.777
Pro Tracker Medi 2131,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.036,0.308
Pro Tracker Medi 2131,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.185,0.668
Pro Tracker Medi 2131,Customer service never responded to my refund ticket.,Negative,-0.387,0.845
Pro Tracker Medi 2131,Constant crashes after the latest update. Terrible experience.,Negative,-0.412,0.761
NextGen Assistant Phot 496,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.36,0.505
NextGen Assistant Phot 496,Game is highly addictive with stellar graphics!,Positive,0.291,0.563
NextGen Assistant Phot 496,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.003,0.213
NextGen Assistant Phot 496,Game is highly addictive with stellar graphics!,Positive,0.666,0.527
NextGen Assistant Phot 496,Customer service never responded to my refund ticket.,Negative,-0.496,0.856
NextGen Assistant Phot 496,Essential utility for daily workflow. Fast loading.,Positive,0.466,0.824
NextGen Assistant Phot 496,"Best in its class, saves me so much time every day.",Positive,0.606,0.748
NextGen Assistant Phot 496,Average performance. UI could use some polishing.,Neutral,0.116,0.308
Daily Assistant Game 2239,"Good concept, waiting for future feature updates.",Neutral,0.092,0.383
Daily Assistant Game 2239,Essential utility for daily workflow. Fast loading.,Positive,0.36,0.66
Daily Assistant Game 2239,Battery drain is immense and phone overheats quickly.,Negative,-0.165,0.492
Daily Assistant Game 2239,"Good concept, waiting for future feature updates.",Neutral,0.143,0.377
Daily Assistant Game 2239,Incredible features and clean layout. Worth every penny.,Positive,0.264,0.402
Daily Assistant Game 2239,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.612,0.792
Daily Assistant Game 2239,Game is highly addictive with stellar graphics!,Positive,0.414,0.837
Daily Assistant Game 2239,Essential utility for daily workflow. Fast loading.,Positive,0.774,0.652
Daily Assistant Game 2239,"Works okay on tablet, bit clunky on small screens.",Neutral,0.04,0.311
Easy Tracker Comm 483,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.572,0.737
Easy Tracker Comm 483,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.288,0.834
Easy Tracker Comm 483,"Best in its class, saves me so much time every day.",Positive,0.567,0.42
Easy Tracker Comm 483,"Best in its class, saves me so much time every day.",Positive,0.495,0.653
Easy Tracker Comm 483,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.069,0.182
Easy Tracker Comm 483,Game is highly addictive with stellar graphics!,Positive,0.465,0.596
Easy Tracker Comm 483,Game is highly addictive with stellar graphics!,Positive,0.736,0.58
Easy Tracker Comm 483,Great customer support and seamless synchronization.,Positive,0.307,0.454
Easy Tracker Comm 483,Incredible features and clean layout. Worth every penny.,Positive,0.365,0.777
Easy Tracker Comm 483,Great customer support and seamless synchronization.,Positive,0.71,0.675
Easy Tracker Comm 483,Game is highly addictive with stellar graphics!,Positive,0.855,0.623
Easy Tracker Comm 483,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.033,0.239
Pocket Plus Pers 941,Absolutely love this app! Very smooth UI and responsive.,Positive,0.268,0.569
Pocket Plus Pers 941,Customer service never responded to my refund ticket.,Negative,-0.3,0.808
Pocket Plus Pers 941,Customer service never responded to my refund ticket.,Negative,-0.38,0.891
Pocket Plus Pers 941,Essential utility for daily workflow. Fast loading.,Positive,0.462,0.525
Pocket Plus Pers 941,Game is highly addictive with stellar graphics!,Positive,0.892,0.847
Pocket Plus Pers 941,Incredible features and clean layout. Worth every penny.,Positive,0.813,0.781
Pocket Plus Pers 941,Absolutely love this app! Very smooth UI and responsive.,Positive,0.344,0.564
Pocket Plus Pers 941,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.074,0.24
Pocket Plus Pers 941,"Good concept, waiting for future feature updates.",Neutral,0.054,0.159
Pocket Plus Pers 941,"Good concept, waiting for future feature updates.",Neutral,0.015,0.231
Pocket Plus Pers 941,Essential utility for daily workflow. Fast loading.,Positive,0.402,0.516
Pocket Plus Pers 941,"Good concept, waiting for future feature updates.",Neutral,-0.011,0.333
Daily Hero Life 2144,Essential utility for daily workflow. Fast loading.,Positive,0.537,0.509
Daily Hero Life 2144,Incredible features and clean layout. Worth every penny.,Positive,0.93,0.401
Daily Hero Life 2144,"Good concept, waiting for future feature updates.",Neutral,-0.093,0.291
Daily Hero Life 2144,"Best in its class, saves me so much time every day.",Positive,0.796,0.709
Daily Hero Life 2144,Essential utility for daily workflow. Fast loading.,Positive,0.579,0.638
Daily Hero Life 2144,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.518,0.707
Daily Hero Life 2144,"Full of bugs, login screen freezes constantly.",Negative,-0.501,0.876
Daily Hero Life 2144,Incredible features and clean layout. Worth every penny.,Positive,0.839,0.789
Daily Hero Life 2144,Customer service never responded to my refund ticket.,Negative,-0.162,0.818
Daily Hero Life 2144,Game is highly addictive with stellar graphics!,Positive,0.898,0.765
Daily Hero Life 2144,Essential utility for daily workflow. Fast loading.,Positive,0.381,0.609
Daily Hero Life 2144,Battery drain is immense and phone overheats quickly.,Negative,-0.665,0.528
NextGen Hero Busi 1877,Incredible features and clean layout. Worth every penny.,Positive,0.282,0.832
NextGen Hero Busi 1877,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.289,0.645
NextGen Hero Busi 1877,Game is highly addictive with stellar graphics!,Positive,0.859,0.61
NextGen Hero Busi 1877,"Best in its class, saves me so much time every day.",Positive,0.445,0.448
NextGen Hero Busi 1877,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.047,0.247
NextGen Hero Busi 1877,"Works okay on tablet, bit clunky on small screens.",Neutral,0.045,0.155
NextGen Hero Busi 1877,"Works okay on tablet, bit clunky on small screens.",Neutral,0.101,0.236
NextGen Hero Busi 1877,Absolutely love this app! Very smooth UI and responsive.,Positive,0.319,0.673
NextGen Hero Busi 1877,Great customer support and seamless synchronization.,Positive,0.584,0.428
Quick Hero Busi 766,Game is highly addictive with stellar graphics!,Positive,0.719,0.41
Quick Hero Busi 766,"Best in its class, saves me so much time every day.",Positive,0.778,0.737
Quick Hero Busi 766,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.065,0.387
Quick Hero Busi 766,"Best in its class, saves me so much time every day.",Positive,0.374,0.844
Quick Hero Busi 766,Essential utility for daily workflow. Fast loading.,Positive,0.373,0.751
Quick Hero Busi 766,Constant crashes after the latest update. Terrible experience.,Negative,-0.463,0.491
Quick Hero Busi 766,Great customer support and seamless synchronization.,Positive,0.697,0.808
NextGen 3D Medi 1293,Essential utility for daily workflow. Fast loading.,Positive,0.372,0.781
NextGen 3D Medi 1293,Incredible features and clean layout. Worth every penny.,Positive,0.278,0.431
NextGen 3D Medi 1293,"Best in its class, saves me so much time every day.",Positive,0.637,0.847
NextGen 3D Medi 1293,"Good concept, waiting for future feature updates.",Neutral,0.009,0.239
NextGen 3D Medi 1293,Absolutely love this app! Very smooth UI and responsive.,Positive,0.707,0.412
NextGen 3D Medi 1293,"Best in its class, saves me so much time every day.",Positive,0.644,0.808
Global Flow Fina 1227,"Works okay on tablet, bit clunky on small screens.",Neutral,0.146,0.32
Global Flow Fina 1227,Battery drain is immense and phone overheats quickly.,Negative,-0.742,0.708
Global Flow Fina 1227,Average performance. UI could use some polishing.,Neutral,0.039,0.202
Global Flow Fina 1227,Essential utility for daily workflow. Fast loading.,Positive,0.772,0.849
Global Flow Fina 1227,"Good concept, waiting for future feature updates.",Neutral,-0.004,0.269
Global Hero Fami 1337,Essential utility for daily workflow. Fast loading.,Positive,0.635,0.75
Global Hero Fami 1337,"Best in its class, saves me so much time every day.",Positive,0.257,0.842
Global Hero Fami 1337,Game is highly addictive with stellar graphics!,Positive,0.582,0.461
Global Hero Fami 1337,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.447,0.816
Global Hero Fami 1337,Incredible features and clean layout. Worth every penny.,Positive,0.283,0.779
Global Hero Fami 1337,"Best in its class, saves me so much time every day.",Positive,0.547,0.678
Global Hero Fami 1337,Essential utility for daily workflow. Fast loading.,Positive,0.694,0.704
Global Hero Fami 1337,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.366,0.515
Global Hero Fami 1337,"Works okay on tablet, bit clunky on small screens.",Neutral,0.091,0.272
Global Hero Fami 1337,"Good concept, waiting for future feature updates.",Neutral,0.115,0.17
Global Hero Fami 1337,Great customer support and seamless synchronization.,Positive,0.927,0.599
Global Hero Fami 1337,Game is highly addictive with stellar graphics!,Positive,0.43,0.755
Super Plus Busi 619,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.087,0.155
Super Plus Busi 619,"Best in its class, saves me so much time every day.",Positive,0.668,0.79
Super Plus Busi 619,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.022,0.359
Super Plus Busi 619,Essential utility for daily workflow. Fast loading.,Positive,0.472,0.499
Super Plus Busi 619,Constant crashes after the latest update. Terrible experience.,Negative,-0.751,0.579
Super Plus Busi 619,Essential utility for daily workflow. Fast loading.,Positive,0.877,0.607
Super Plus Busi 619,Absolutely love this app! Very smooth UI and responsive.,Positive,0.344,0.749
