InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
500722,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-10-18 10:09:00,2.55,CUST-10005,United Kingdom
500722,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-11-03 08:42:00,12.75,CUST-10304,United Kingdom
500722,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-12-02 15:14:00,3.25,CUST-10268,United Kingdom
500723,22960,JAM MAKING SET WITH JARS,6,2023-04-21 13:44:00,4.95,CUST-10106,United Kingdom
500723,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-01-21 08:57:00,4.95,,France
500723,22197,SMALL POPCORN HOLDER,1,2023-07-28 09:27:00,0.85,CUST-10011,Spain
500724,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-07-26 16:30:00,2.95,CUST-10172,Germany
500724,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-11-01 17:33:00,4.25,CUST-10315,United Kingdom
500724,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-12-06 08:41:00,4.95,CUST-10278,United Kingdom
500725,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-06-30 09:17:00,4.95,CUST-10222,United Kingdom
C500725,84406B,CREAM CUPID HEARTS COAT HANGER,-12,2023-10-31 12:01:00,4.25,CUST-10232,United Kingdom
500725,22633,HAND WARMER UNION JACK,2,2023-06-27 14:24:00,2.1,CUST-10063,United Kingdom
500726,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-06-12 10:04:00,3.25,CUST-10140,United Kingdom
500726,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-12-18 10:38:00,2.55,CUST-10049,United Kingdom
500726,23084,RABBIT NIGHT LIGHT,2,2023-02-02 10:42:00,2.08,CUST-10497,United Kingdom
500727,23084,RABBIT NIGHT LIGHT,4,2023-09-30 15:12:00,2.08,CUST-10234,United Kingdom
500727,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-04-03 15:41:00,2.55,CUST-10183,United Kingdom
500727,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-06-02 12:47:00,4.95,CUST-10126,United Kingdom
500728,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-03-24 17:28:00,4.95,CUST-10414,United Kingdom
500728,22633,HAND WARMER UNION JACK,2,2023-08-28 11:39:00,2.1,CUST-10351,United Kingdom
500728,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-04-20 17:23:00,2.95,CUST-10573,Netherlands
500729,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-04-28 11:14:00,4.95,CUST-10496,United Kingdom
500729,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-10-11 11:39:00,2.55,CUST-10264,United Kingdom
500729,22960,JAM MAKING SET WITH JARS,2,2023-12-29 09:39:00,4.95,CUST-10048,United Kingdom
500730,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-09-10 13:14:00,4.95,CUST-10188,Germany
500730,71053,WHITE METAL LANTERN,1,2023-08-21 08:48:00,3.75,CUST-10086,United Kingdom
500730,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-06-25 18:12:00,4.95,CUST-10156,United Kingdom
500731,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-12-15 12:52:00,4.95,CUST-10171,United Kingdom
500731,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-10-16 19:17:00,4.95,CUST-10245,United Kingdom
500731,22960,JAM MAKING SET WITH JARS,2,2023-09-20 09:18:00,4.95,CUST-10058,United Kingdom
C500732,22960,JAM MAKING SET WITH JARS,-2,2023-01-31 16:39:00,4.95,CUST-10395,Netherlands
500732,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-03-08 09:19:00,4.95,CUST-10084,United Kingdom
500732,22632,HAND WARMER RED RETROSPOT,1,2023-12-23 09:43:00,2.1,CUST-10131,United Kingdom
500733,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-11-17 16:44:00,2.55,CUST-10294,United Kingdom
500733,22960,JAM MAKING SET WITH JARS,1,2023-12-07 12:22:00,4.95,CUST-10023,United Kingdom
500733,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-08-01 19:37:00,8.5,CUST-10025,United Kingdom
500734,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-05-17 11:44:00,4.95,CUST-10207,United Kingdom
500734,22197,SMALL POPCORN HOLDER,1,2023-09-10 14:45:00,0.85,CUST-10279,United Kingdom
500734,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-08-09 08:28:00,4.25,CUST-10046,United Kingdom
500735,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-10-31 18:45:00,2.55,CUST-10032,United Kingdom
500735,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-05-11 17:37:00,4.95,CUST-10585,United Kingdom
500735,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-10-03 16:49:00,4.95,CUST-10016,United Kingdom
500736,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-06-16 08:50:00,1.69,CUST-10113,United Kingdom
500736,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-12-13 16:54:00,1.69,CUST-10366,United Kingdom
500736,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-11-27 11:00:00,1.69,CUST-10003,United Kingdom
500737,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-07-21 08:49:00,3.25,CUST-10053,United Kingdom
500737,22197,SMALL POPCORN HOLDER,1,2023-08-15 08:10:00,0.85,CUST-10127,United Kingdom
500737,22633,HAND WARMER UNION JACK,1,2023-09-16 08:23:00,2.1,CUST-10149,United Kingdom
500738,71053,WHITE METAL LANTERN,1,2023-11-07 17:07:00,3.75,CUST-10033,United Kingdom
500738,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-10-06 16:34:00,4.25,CUST-10225,United Kingdom
500738,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-12-20 08:02:00,4.95,CUST-10125,United Kingdom
500739,22632,HAND WARMER RED RETROSPOT,4,2023-04-05 15:52:00,2.1,CUST-10446,United Kingdom
500739,22197,SMALL POPCORN HOLDER,6,2023-11-26 11:50:00,0.85,CUST-10371,United Kingdom
500739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-10-05 14:49:00,2.95,CUST-10277,United Kingdom
500740,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-03-30 13:34:00,4.95,CUST-10121,United Kingdom
500740,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-02-13 09:35:00,4.95,CUST-10485,United Kingdom
500740,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-03-18 18:54:00,3.25,CUST-10086,United Kingdom
500741,22633,HAND WARMER UNION JACK,1,2023-07-08 18:55:00,2.1,CUST-10386,United Kingdom
500741,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-03-27 10:44:00,3.25,CUST-10099,United Kingdom
500741,23084,RABBIT NIGHT LIGHT,2,2023-11-09 15:36:00,2.08,CUST-10188,United Kingdom
500742,22632,HAND WARMER RED RETROSPOT,2,2023-05-02 16:06:00,2.1,CUST-10414,United Kingdom
500742,23084,RABBIT NIGHT LIGHT,2,2023-10-17 17:00:00,2.08,,United Kingdom
500742,22960,JAM MAKING SET WITH JARS,2,2023-08-21 17:53:00,4.95,,United Kingdom
500743,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-12-15 19:47:00,1.69,CUST-10052,United Kingdom
500743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-06-01 10:30:00,2.95,CUST-10129,Germany
500743,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-10-30 11:01:00,4.95,CUST-10357,United Kingdom
500744,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-11-14 19:37:00,8.5,CUST-10004,Germany
500744,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-12-13 12:25:00,4.95,CUST-10030,United Kingdom
500744,23084,RABBIT NIGHT LIGHT,1,2023-11-10 14:15:00,2.08,CUST-10048,United Kingdom
500745,22633,HAND WARMER UNION JACK,1,2023-10-05 19:47:00,2.1,CUST-10298,United Kingdom
500745,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-03-11 19:03:00,4.95,CUST-10423,Spain
500745,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2023-07-19 19:51:00,1.69,CUST-10259,France
500746,22633,HAND WARMER UNION JACK,2,2023-01-25 09:08:00,2.1,CUST-10558,United Kingdom
500746,22197,SMALL POPCORN HOLDER,4,2023-02-07 18:31:00,0.85,CUST-10404,Netherlands
500746,71053,WHITE METAL LANTERN,1,2023-01-03 09:28:00,3.75,CUST-10410,United Kingdom
500747,22960,JAM MAKING SET WITH JARS,2,2023-01-13 11:22:00,4.95,CUST-10407,United Kingdom
500747,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-10-22 14:02:00,2.55,CUST-10007,United Kingdom
500747,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-04-16 16:12:00,4.95,CUST-10137,France
500748,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-07-27 16:29:00,2.95,CUST-10318,Germany
500748,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-12-21 12:41:00,2.95,CUST-10228,United Kingdom
500748,22632,HAND WARMER RED RETROSPOT,4,2023-09-25 18:07:00,2.1,CUST-10094,United Kingdom
500749,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-08-29 14:05:00,8.5,CUST-10172,United Kingdom
500749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-11-26 10:00:00,2.95,CUST-10255,United Kingdom
500749,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-05-24 10:54:00,4.95,CUST-10533,United Kingdom
500750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-10-05 14:42:00,2.95,CUST-10313,United Kingdom
500750,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-08-29 10:56:00,2.55,CUST-10024,United Kingdom
500750,71053,WHITE METAL LANTERN,1,2023-08-24 13:58:00,3.75,CUST-10020,United Kingdom
500751,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-10-23 14:46:00,4.25,CUST-10158,United Kingdom
C500751,23084,RABBIT NIGHT LIGHT,-2,2023-08-02 11:16:00,2.08,CUST-10054,United Kingdom
500751,23084,RABBIT NIGHT LIGHT,4,2023-06-24 18:33:00,2.08,CUST-10198,United Kingdom
500752,23084,RABBIT NIGHT LIGHT,4,2023-06-15 13:01:00,2.08,CUST-10150,United Kingdom
500752,22752,SET 7 BABUSHKA NESTING BOXES,2,2023-11-01 15:22:00,8.5,CUST-10016,United Kingdom
500752,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-06-18 10:35:00,12.75,CUST-10174,United Kingdom
500753,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-12-12 11:35:00,1.69,CUST-10042,United Kingdom
500753,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-09-14 10:28:00,4.25,CUST-10273,United Kingdom
500753,71053,WHITE METAL LANTERN,1,2023-04-28 11:01:00,3.75,CUST-10126,United Kingdom
500754,71053,WHITE METAL LANTERN,1,2023-08-07 12:56:00,3.75,CUST-10049,United Kingdom
500754,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-10-13 18:06:00,2.55,CUST-10038,United Kingdom
500754,22632,HAND WARMER RED RETROSPOT,1,2023-03-06 14:30:00,2.1,,Germany
500755,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-10-16 11:43:00,3.25,CUST-10336,Germany
500755,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-12-20 10:10:00,3.25,CUST-10052,Germany
500755,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-08-09 15:36:00,2.95,CUST-10033,United Kingdom
500756,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-04-14 15:38:00,2.55,,United Kingdom
500756,22960,JAM MAKING SET WITH JARS,6,2023-09-19 16:38:00,4.95,CUST-10040,United Kingdom
500756,22633,HAND WARMER UNION JACK,2,2023-02-23 14:04:00,2.1,CUST-10507,United Kingdom
500757,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-10-10 10:29:00,4.95,CUST-10056,United Kingdom
500757,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-02-05 16:37:00,1.69,CUST-10571,United Kingdom
500757,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2023-11-10 13:34:00,2.95,CUST-10047,United Kingdom
500758,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-09-11 12:47:00,4.95,CUST-10032,United Kingdom
500758,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-02-16 09:38:00,4.95,CUST-10569,Germany
500758,71053,WHITE METAL LANTERN,2,2023-12-07 19:34:00,3.75,CUST-10337,United Kingdom
500759,22633,HAND WARMER UNION JACK,1,2023-03-25 15:17:00,2.1,CUST-10495,United Kingdom
500759,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-12-08 15:54:00,12.75,CUST-10201,United Kingdom
500759,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-08-09 12:06:00,4.95,CUST-10011,United Kingdom
500760,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-12-06 08:07:00,2.95,CUST-10008,United Kingdom
500760,22633,HAND WARMER UNION JACK,6,2023-12-23 17:16:00,2.1,CUST-10235,Germany
500760,22960,JAM MAKING SET WITH JARS,1,2023-07-07 08:44:00,4.95,CUST-10060,United Kingdom
500761,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-12-07 18:40:00,2.95,CUST-10022,Netherlands
500761,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-07-23 18:38:00,2.95,CUST-10217,United Kingdom
500761,71053,WHITE METAL LANTERN,1,2023-08-21 19:31:00,3.75,CUST-10243,United Kingdom
500762,23084,RABBIT NIGHT LIGHT,4,2023-10-09 14:33:00,2.08,CUST-10226,France
500762,22197,SMALL POPCORN HOLDER,1,2023-12-12 13:49:00,0.85,CUST-10015,United Kingdom
500762,22960,JAM MAKING SET WITH JARS,1,2023-09-15 09:04:00,4.95,CUST-10297,United Kingdom
500763,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-05-09 11:30:00,1.69,CUST-10508,United Kingdom
500763,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-05-01 08:24:00,12.75,CUST-10138,United Kingdom
500763,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-08-10 18:45:00,8.5,CUST-10057,United Kingdom
500764,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-10-30 14:25:00,1.69,CUST-10110,United Kingdom
500764,22632,HAND WARMER RED RETROSPOT,2,2023-12-23 12:54:00,2.1,CUST-10126,United Kingdom
500764,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-01-18 10:51:00,4.25,CUST-10523,United Kingdom
500765,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-02-01 10:40:00,4.95,CUST-10417,United Kingdom
500765,71053,WHITE METAL LANTERN,12,2023-06-02 19:21:00,3.75,CUST-10138,United Kingdom
500765,23084,RABBIT NIGHT LIGHT,4,2023-03-29 18:39:00,2.08,CUST-10448,United Kingdom
500766,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-10-12 19:19:00,2.95,CUST-10051,United Kingdom
500766,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-07-15 15:50:00,4.95,,Germany
500766,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-11-20 11:40:00,2.55,CUST-10058,United Kingdom
500767,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-08-13 09:47:00,2.55,CUST-10106,United Kingdom
500767,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-10-13 09:34:00,2.55,CUST-10287,United Kingdom
500767,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-08-07 18:36:00,1.69,CUST-10280,United Kingdom
500768,22197,SMALL POPCORN HOLDER,1,2023-08-15 15:28:00,0.85,CUST-10017,France
500768,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-08-30 19:50:00,2.55,CUST-10055,United Kingdom
500768,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-05-14 15:12:00,3.25,CUST-10469,United Kingdom
500769,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-05-27 10:19:00,1.69,CUST-10418,United Kingdom
500769,23084,RABBIT NIGHT LIGHT,1,2023-03-31 14:04:00,2.08,CUST-10209,United Kingdom
500769,22632,HAND WARMER RED RETROSPOT,1,2023-11-27 14:52:00,2.1,CUST-10062,United Kingdom
500770,71053,WHITE METAL LANTERN,4,2023-10-18 14:15:00,3.75,CUST-10158,United Kingdom
500770,22960,JAM MAKING SET WITH JARS,2,2023-10-24 19:14:00,4.95,CUST-10135,Germany
500770,22960,JAM MAKING SET WITH JARS,4,2023-03-02 13:49:00,4.95,CUST-10586,United Kingdom
500771,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-08-04 12:12:00,4.95,CUST-10041,United Kingdom
500771,22197,SMALL POPCORN HOLDER,1,2023-11-24 16:51:00,0.85,CUST-10205,United Kingdom
500771,22197,SMALL POPCORN HOLDER,2,2023-08-27 18:39:00,0.85,CUST-10027,United Kingdom
500772,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-09-13 13:35:00,4.25,CUST-10037,Germany
500772,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-09-08 18:13:00,12.75,CUST-10277,United Kingdom
500772,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-01-19 19:26:00,4.95,CUST-10526,Netherlands
500773,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-10-10 19:17:00,3.25,CUST-10370,United Kingdom
500773,23084,RABBIT NIGHT LIGHT,1,2023-02-17 17:14:00,2.08,CUST-10451,United Kingdom
500773,22197,SMALL POPCORN HOLDER,2,2023-08-28 16:21:00,0.85,CUST-10010,United Kingdom
500774,71053,WHITE METAL LANTERN,1,2023-08-12 16:48:00,3.75,CUST-10018,United Kingdom
500774,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-12-11 18:35:00,1.69,CUST-10385,France
500774,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-05-24 12:07:00,8.5,,United Kingdom
500775,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-03-15 17:30:00,2.55,CUST-10082,United Kingdom
500775,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2023-02-04 11:54:00,4.95,CUST-10553,United Kingdom
500775,23084,RABBIT NIGHT LIGHT,4,2023-02-04 14:43:00,2.08,CUST-10556,United Kingdom
500776,22752,SET 7 BABUSHKA NESTING BOXES,4,2023-11-09 16:55:00,8.5,CUST-10237,Netherlands
500776,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-11-08 12:33:00,4.25,CUST-10298,United Kingdom
500776,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-07-01 11:05:00,2.55,CUST-10269,United Kingdom
500777,22960,JAM MAKING SET WITH JARS,4,2023-02-13 10:48:00,4.95,CUST-10496,Spain
500777,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2023-09-13 12:52:00,2.55,CUST-10352,United Kingdom
500777,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-04-28 16:12:00,3.25,CUST-10161,United Kingdom
500778,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-12-10 16:19:00,2.95,CUST-10280,United Kingdom
500778,22632,HAND WARMER RED RETROSPOT,2,2023-10-01 10:52:00,2.1,CUST-10151,United Kingdom
500778,22197,SMALL POPCORN HOLDER,2,2023-12-05 11:05:00,0.85,CUST-10030,United Kingdom
500779,22086,PAPER CHAIN KIT 50'S CHRISTMAS,24,2023-12-09 13:46:00,2.55,CUST-10178,United Kingdom
500779,22197,SMALL POPCORN HOLDER,1,2023-12-29 08:10:00,0.85,CUST-10350,United Kingdom
500779,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-05-15 16:53:00,4.95,CUST-10460,United Kingdom
500780,22633,HAND WARMER UNION JACK,1,2023-12-15 08:58:00,2.1,CUST-10013,United Kingdom
500780,22632,HAND WARMER RED RETROSPOT,2,2023-05-08 17:31:00,2.1,CUST-10560,United Kingdom
500780,23084,RABBIT NIGHT LIGHT,1,2023-05-25 16:44:00,2.08,CUST-10136,United Kingdom
500781,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-05-25 14:37:00,4.95,CUST-10460,United Kingdom
500781,23084,RABBIT NIGHT LIGHT,1,2023-12-24 14:20:00,2.08,CUST-10007,United Kingdom
500781,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-10-26 08:20:00,3.25,CUST-10127,France
500782,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-12-28 14:54:00,3.25,CUST-10022,United Kingdom
500782,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-04-19 12:26:00,1.69,CUST-10433,United Kingdom
500782,22752,SET 7 BABUSHKA NESTING BOXES,2,2023-11-01 08:44:00,8.5,,United Kingdom
500783,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-04-28 16:41:00,4.95,CUST-10529,France
500783,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-04-16 15:23:00,2.95,CUST-10524,United Kingdom
500783,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-04-28 12:35:00,2.95,CUST-10194,United Kingdom
500784,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-10-11 18:45:00,2.55,CUST-10063,France
500784,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-05-07 08:11:00,1.69,CUST-10538,United Kingdom
500784,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-04-24 14:41:00,4.95,CUST-10204,United Kingdom
500785,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-03-11 16:06:00,2.95,CUST-10166,United Kingdom
500785,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-04-06 15:46:00,3.25,CUST-10087,United Kingdom
500785,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-09-02 10:09:00,4.95,CUST-10331,Germany
500786,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-12-10 15:57:00,12.75,CUST-10025,United Kingdom
500786,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2023-05-17 12:22:00,2.95,CUST-10594,United Kingdom
500786,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2023-12-28 14:48:00,12.75,CUST-10007,United Kingdom
500787,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-04-06 09:36:00,4.95,CUST-10488,United Kingdom
500787,71053,WHITE METAL LANTERN,1,2023-03-09 19:20:00,3.75,CUST-10188,United Kingdom
C500787,84879,ASSORTED COLOUR BIRD ORNAMENT,-2,2023-07-10 18:57:00,1.69,CUST-10309,United Kingdom
500788,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-04-15 09:39:00,8.5,CUST-10396,United Kingdom
500788,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-07-16 11:57:00,4.25,CUST-10300,United Kingdom
500788,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-08-09 18:48:00,4.95,CUST-10043,United Kingdom
500789,22633,HAND WARMER UNION JACK,4,2023-01-16 10:58:00,2.1,CUST-10517,France
500789,22632,HAND WARMER RED RETROSPOT,2,2023-05-23 18:10:00,2.1,CUST-10190,United Kingdom
500789,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2023-07-17 10:06:00,2.55,CUST-10070,United Kingdom
500790,71053,WHITE METAL LANTERN,2,2023-08-11 11:46:00,3.75,CUST-10260,United Kingdom
500790,22197,SMALL POPCORN HOLDER,4,2023-11-07 11:33:00,0.85,CUST-10033,United Kingdom
500790,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-09-21 13:19:00,4.95,CUST-10259,United Kingdom
500791,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-08-12 12:50:00,8.5,CUST-10023,United Kingdom
500791,71053,WHITE METAL LANTERN,1,2023-10-18 12:11:00,3.75,CUST-10247,United Kingdom
500791,22197,SMALL POPCORN HOLDER,1,2023-08-13 09:06:00,0.85,CUST-10169,United Kingdom
500792,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-01-01 18:28:00,4.95,CUST-10420,United Kingdom
500792,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-09-11 15:39:00,2.95,CUST-10030,United Kingdom
500792,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-09-13 13:55:00,8.5,CUST-10000,United Kingdom
500793,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-07-30 19:06:00,8.5,CUST-10225,United Kingdom
500793,22632,HAND WARMER RED RETROSPOT,1,2023-04-03 18:55:00,2.1,CUST-10181,United Kingdom
500793,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-12-17 11:49:00,4.95,CUST-10258,United Kingdom
500794,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-12-03 19:53:00,8.5,CUST-10280,United Kingdom
500794,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-12-03 14:25:00,4.95,CUST-10335,United Kingdom
500794,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-07-26 13:17:00,4.95,CUST-10093,United Kingdom
500795,22960,JAM MAKING SET WITH JARS,6,2023-09-03 11:00:00,4.95,CUST-10327,France
500795,84406B,CREAM CUPID HEARTS COAT HANGER,6,2023-12-16 13:58:00,4.25,CUST-10017,United Kingdom
500795,22197,SMALL POPCORN HOLDER,4,2023-10-22 16:11:00,0.85,CUST-10024,United Kingdom
500796,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2023-09-16 19:37:00,4.95,CUST-10085,Germany
500796,71053,WHITE METAL LANTERN,2,2023-03-29 18:11:00,3.75,CUST-10081,United Kingdom
500796,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-03-24 09:52:00,12.75,CUST-10066,United Kingdom
500797,22960,JAM MAKING SET WITH JARS,2,2023-11-02 16:10:00,4.95,CUST-10019,United Kingdom
500797,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-08-23 12:54:00,2.95,CUST-10054,United Kingdom
500797,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-04-23 15:07:00,1.69,CUST-10087,United Kingdom
500798,22960,JAM MAKING SET WITH JARS,2,2023-04-07 09:47:00,4.95,CUST-10524,United Kingdom
500798,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-05-25 17:01:00,4.95,CUST-10080,United Kingdom
500798,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-08-14 12:01:00,3.25,CUST-10054,Germany
500799,23084,RABBIT NIGHT LIGHT,4,2023-07-21 14:57:00,2.08,CUST-10030,United Kingdom
500799,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-10-30 08:21:00,4.95,CUST-10121,United Kingdom
500799,71053,WHITE METAL LANTERN,4,2023-07-11 16:37:00,3.75,CUST-10242,United Kingdom
500800,22197,SMALL POPCORN HOLDER,1,2023-01-25 08:16:00,0.85,CUST-10533,Germany
500800,22632,HAND WARMER RED RETROSPOT,4,2023-06-28 12:23:00,2.1,CUST-10159,United Kingdom
