House_ID,Square_Feet,Bedrooms,Bathrooms,Floors,Year_Built,House_Age,Neighborhood,Overall_Condition,Garage_Capacity,Has_Pool,Distance_to_City_Center_km,Price
HSE-10592,1789,2,2.0,1,1985,39,Suburbs,Good,2.0,0,3.9,423800.0
HSE-10593,2411,3,2.2,3,1972,52,Downtown,Good,2.0,1,8.7,672200.0
HSE-10594,2316,4,2.5,1,1967,57,Uptown,Good,2.0,0,15.2,539700.0
HSE-10595,2774,3,2.2,2,1992,32,Uptown,Fair,0.0,1,16.9,625900.0
HSE-10596,1768,3,2.2,1,1993,31,Suburbs,Good,0.0,0,17.4,405100.0
HSE-10597,1924,3,2.2,3,1987,37,Suburbs,Good,0.0,1,4.6,506100.0
HSE-10598,1463,3,2.8,2,1982,42,Downtown,Good,1.0,0,4.1,475100.0
HSE-10599,1811,4,3.0,2,1999,25,Suburbs,Excellent,2.0,0,10.9,521000.0
HSE-10600,2345,3,2.8,1,1977,47,Waterfront,Fair,1.0,0,15.5,612100.0
HSE-10601,2592,4,3.0,1,1976,48,Downtown,Good,2.0,0,5.8,656300.0
HSE-10602,1500,3,1.8,2,2011,13,Uptown,Good,3.0,0,3.1,494500.0
HSE-10603,2665,3,2.2,2,2014,10,Downtown,Excellent,3.0,0,14.6,753400.0
HSE-10604,2981,2,1.5,1,1969,55,Uptown,Good,3.0,0,5.6,672900.0
HSE-10605,2368,4,3.5,3,2003,21,Suburbs,Excellent,1.0,1,3.8,694600.0
HSE-10606,3319,3,2.2,2,1975,49,Waterfront,Good,2.0,0,3.6,857100.0
HSE-10607,1597,3,2.2,1,2022,2,Suburbs,Excellent,1.0,0,5.8,492800.0
HSE-10608,1290,3,2.2,2,2023,1,Downtown,Fair,2.0,0,11.0,435500.0
HSE-10609,943,5,3.2,2,1975,49,Suburbs,Fair,2.0,0,6.4,305500.0
HSE-10610,3072,2,1.5,2,2023,1,Downtown,Excellent,2.0,0,2.2,831600.0
HSE-10611,2525,4,3.0,1,2011,13,Suburbs,Excellent,1.0,0,3.0,675500.0
HSE-10612,2063,3,2.2,2,2006,18,Suburbs,Fair,2.0,0,5.4,490900.0
HSE-10613,2281,3,2.2,2,2011,13,Rural,Fair,0.0,0,12.8,486300.0
HSE-10614,1368,1,1.0,1,1995,29,Suburbs,Fair,0.0,0,3.0,314800.0
HSE-10615,3689,3,2.2,2,1995,29,Uptown,Fair,2.0,0,10.2,759000.0
HSE-10616,2183,3,2.2,2,1977,47,Rural,Good,1.0,0,3.3,457800.0
HSE-10617,2171,2,1.0,2,1978,46,Suburbs,Excellent,3.0,0,4.4,549000.0
HSE-10618,2571,3,2.8,1,2013,11,Uptown,Good,0.0,0,3.9,684000.0
HSE-10619,2412,4,3.0,2,2009,15,Suburbs,Good,2.0,0,2.7,669200.0
HSE-10620,2245,2,1.0,2,2006,18,Suburbs,Good,2.0,0,13.1,502400.0
HSE-10621,1586,4,3.0,1,1989,35,Downtown,Good,2.0,0,8.2,532300.0
HSE-10622,2406,3,2.2,1,1997,27,Rural,Good,2.0,0,19.8,484000.0
HSE-10623,3323,3,2.2,2,1997,27,Suburbs,Good,3.0,1,3.0,755500.0
HSE-10624,2974,3,2.2,2,1979,45,Downtown,Good,1.0,0,3.6,671800.0
HSE-10625,3135,2,1.0,1,1980,44,Downtown,Good,3.0,0,5.7,734400.0
HSE-10626,1767,2,1.0,2,2008,16,Waterfront,Good,1.0,0,16.5,565600.0
HSE-10627,1456,2,1.5,1,2022,2,Suburbs,Excellent,0.0,0,5.6,438000.0
HSE-10628,2018,2,2.0,2,2020,4,Uptown,Excellent,1.0,0,7.2,582800.0
HSE-10629,2136,3,2.8,3,2002,22,Uptown,Good,2.0,0,5.6,619400.0
HSE-10630,2811,4,2.5,2,1970,54,Uptown,Good,2.0,1,2.8,783700.0
HSE-10631,999,4,3.0,1,2008,16,Rural,Fair,2.0,0,30.0,229300.0
HSE-10632,3094,3,2.8,2,1989,35,Waterfront,Good,2.0,0,10.0,759300.0
HSE-10633,1997,2,1.5,1,1979,45,Suburbs,Good,1.0,0,17.5,427300.0
HSE-10634,1822,3,2.8,1,1968,56,Downtown,,3.0,1,12.7,551200.0
HSE-10635,1442,3,1.8,2,2020,4,Downtown,Good,0.0,0,9.2,426400.0
HSE-10636,1024,2,2.0,2,1968,56,Suburbs,Good,2.0,0,2.9,325100.0
HSE-10637,2635,3,2.2,1,1994,30,Downtown,Fair,1.0,0,12.3,608900.0
HSE-10638,2147,3,2.8,2,1998,26,Downtown,,2.0,0,3.7,657500.0
HSE-10639,1261,3,2.2,2,1991,33,Downtown,Fair,1.0,0,7.4,378300.0
HSE-10640,1258,3,2.2,1,1995,29,Rural,Excellent,1.0,1,11.9,356500.0
HSE-10641,1881,4,3.5,2,2020,4,Suburbs,Good,1.0,0,17.2,476000.0
HSE-10642,3184,4,3.0,2,1996,28,Rural,Good,1.0,0,13.6,666800.0
HSE-10643,1931,3,2.2,2,2008,16,Downtown,Good,1.0,0,13.1,527800.0
HSE-10644,1122,4,3.0,2,2003,21,Uptown,Good,1.0,0,3.6,438500.0
HSE-10645,1940,5,3.8,2,2016,8,Waterfront,Good,2.0,0,6.2,699700.0
HSE-10646,1922,3,2.8,1,1973,51,Suburbs,Good,2.0,0,2.4,461400.0
HSE-10647,650,3,2.2,2,2005,19,Downtown,Good,2.0,0,14.7,339200.0
HSE-10648,2064,3,2.2,2,1972,52,Downtown,Good,2.0,0,32.5,502000.0
HSE-10649,1949,5,3.8,1,1978,46,Suburbs,Excellent,2.0,0,5.1,590400.0
HSE-10650,2552,4,2.5,2,1997,27,Rural,Good,2.0,0,2.9,612300.0
HSE-10651,3301,2,1.5,3,1987,37,Waterfront,Good,2.0,0,8.5,790700.0
HSE-10652,2832,3,2.2,3,1985,39,Suburbs,Good,1.0,0,21.4,586300.0
HSE-10653,1925,3,2.2,1,2019,5,Suburbs,Good,2.0,0,10.0,453700.0
HSE-10654,1380,3,2.8,1,1976,48,Downtown,Good,0.0,1,2.5,493200.0
HSE-10655,3772,2,1.5,2,2021,3,Suburbs,Good,2.0,0,38.6,740000.0
HSE-10656,2138,4,3.0,1,1966,58,Uptown,Fair,2.0,0,19.6,451900.0
HSE-10657,2109,3,2.8,3,1977,47,Suburbs,Fair,1.0,0,3.4,468100.0
HSE-10658,2084,4,3.0,1,2023,1,Downtown,Good,2.0,0,27.5,567200.0
HSE-10659,2228,4,3.5,1,1968,56,Suburbs,Good,0.0,0,8.0,508700.0
HSE-10660,2006,4,3.0,1,1984,40,Suburbs,Excellent,1.0,0,6.7,526000.0
HSE-10661,1727,3,2.8,1,2014,10,Uptown,Good,0.0,1,8.2,533200.0
HSE-10662,1744,3,1.8,2,2015,9,Downtown,Good,2.0,0,20.0,529300.0
HSE-10663,2078,2,2.0,2,2012,12,Rural,Excellent,2.0,0,12.8,486800.0
HSE-10664,1746,3,2.2,1,2023,1,Waterfront,Good,2.0,0,2.6,607800.0
HSE-10665,1636,2,1.5,1,1978,46,Suburbs,Good,0.0,1,33.6,334300.0
HSE-10666,2169,3,2.2,2,1994,30,Suburbs,Fair,2.0,0,3.6,498800.0
HSE-10667,1934,2,1.5,1,1993,31,Waterfront,Good,2.0,0,15.7,574100.0
HSE-10668,3077,2,1.5,2,1972,52,Rural,Excellent,1.0,0,12.1,585400.0
HSE-10669,650,2,1.5,2,1976,48,Waterfront,,2.0,0,4.1,383800.0
HSE-10670,2809,1,1.0,2,2005,19,Suburbs,Good,0.0,0,3.9,604500.0
HSE-10671,2909,4,3.0,3,2002,22,Rural,Good,1.0,0,22.4,563400.0
HSE-10672,752,4,2.5,2,1990,34,Suburbs,Excellent,2.0,0,7.4,349900.0
HSE-10673,1877,3,2.2,3,2014,10,Uptown,Good,2.0,0,12.6,554700.0
HSE-10674,1858,2,1.5,1,1966,58,Rural,Good,1.0,0,9.0,355300.0
HSE-10675,1185,2,1.0,1,2019,5,Suburbs,Excellent,1.0,0,15.0,383300.0
HSE-10676,1594,1,1.0,1,2004,20,Rural,Fair,1.0,0,8.5,306300.0
HSE-10677,1378,2,1.5,2,2020,4,Suburbs,,1.0,0,5.4,360800.0
HSE-10678,3238,4,2.5,3,1978,46,Rural,Good,1.0,0,6.5,624000.0
HSE-10679,2708,2,1.5,2,1970,54,Suburbs,Good,1.0,1,21.6,567900.0
HSE-10680,2926,3,2.8,1,2006,18,Rural,Good,2.0,0,8.3,645400.0
HSE-10681,2569,2,1.0,3,2004,20,Suburbs,Good,1.0,0,4.4,594700.0
HSE-10682,1366,2,1.5,1,1995,29,Uptown,Good,2.0,0,29.3,381300.0
HSE-10683,1759,3,2.2,1,1981,43,Downtown,Good,2.0,0,17.9,487800.0
HSE-10684,2418,3,2.2,1,1989,35,Downtown,Good,1.0,0,2.6,639700.0
HSE-10685,1305,2,1.5,1,1996,28,Suburbs,Fair,0.0,0,45.0,213300.0
HSE-10686,2563,2,1.5,2,1976,48,Uptown,Fair,2.0,0,13.9,545600.0
HSE-10687,1943,3,2.2,1,2013,11,Suburbs,Excellent,0.0,0,3.7,509800.0
HSE-10688,1856,2,1.0,2,1977,47,Downtown,Good,,1,4.7,480400.0
HSE-10689,2562,2,1.5,2,1983,41,Suburbs,Excellent,0.0,1,13.8,562300.0
HSE-10690,2388,5,3.8,2,2008,16,Rural,Fair,2.0,1,17.1,565700.0
HSE-10691,1865,3,1.8,2,2012,12,Suburbs,Good,2.0,0,4.7,431900.0
HSE-10692,2853,3,2.2,1,1989,35,Suburbs,Good,3.0,1,5.0,673800.0
HSE-10693,1397,3,2.8,2,1995,29,Suburbs,Good,2.0,0,5.7,433900.0
HSE-10694,2500,3,2.2,2,2023,1,Downtown,Good,1.0,0,11.1,684100.0
HSE-10695,2485,3,2.2,1,2001,23,Suburbs,Fair,1.0,0,3.9,536800.0
HSE-10696,1898,3,2.8,2,1989,35,Downtown,Excellent,1.0,0,3.1,575500.0
HSE-10697,2311,4,3.0,1,1980,44,Waterfront,Fair,1.0,1,13.4,654500.0
HSE-10698,1286,2,1.5,1,2021,3,Uptown,Good,1.0,0,17.1,381000.0
HSE-10699,2700,3,2.2,2,2002,22,Downtown,Excellent,1.0,0,9.0,732700.0
HSE-10700,1979,3,2.8,2,2007,17,Suburbs,Excellent,1.0,0,6.5,576000.0
HSE-10701,1760,4,3.0,1,2013,11,Uptown,Excellent,1.0,1,7.7,567300.0
HSE-10702,2781,3,2.2,2,2022,2,Suburbs,Good,1.0,0,6.9,622200.0
HSE-10703,1642,3,2.2,2,1987,37,Uptown,Fair,3.0,1,34.2,392300.0
HSE-10704,1184,2,2.0,2,1978,46,Suburbs,Fair,2.0,0,16.6,279200.0
HSE-10705,1088,3,2.2,1,1970,54,Downtown,Good,3.0,0,4.3,404800.0
HSE-10706,2493,2,1.0,2,1989,35,Suburbs,Good,1.0,0,6.8,535700.0
HSE-10707,1267,3,2.8,1,1987,37,Waterfront,Fair,2.0,0,9.9,494100.0
HSE-10708,3240,2,1.5,2,2007,17,Suburbs,Good,1.0,0,11.5,678000.0
HSE-10709,746,3,1.8,1,1976,48,Downtown,Good,1.0,0,8.3,283800.0
HSE-10710,3202,2,1.5,1,1977,47,Suburbs,Good,1.0,0,18.6,613500.0
HSE-10711,2237,3,2.2,2,2000,24,Uptown,Good,3.0,0,16.6,546800.0
HSE-10712,2037,4,3.5,1,2003,21,Rural,Good,3.0,0,9.0,555800.0
HSE-10713,1745,2,1.5,1,1998,26,Downtown,Excellent,0.0,0,21.3,470300.0
HSE-10714,2359,3,2.8,1,1970,54,Downtown,Fair,1.0,0,15.9,520100.0
HSE-10715,2075,3,2.2,2,2002,22,Rural,Good,1.0,0,17.1,428100.0
HSE-10716,2817,1,1.0,1,2014,10,Downtown,Fair,1.0,0,33.3,574000.0
HSE-10717,2174,4,3.5,2,2016,8,Downtown,Fair,1.0,0,5.1,630000.0
HSE-10718,2197,2,1.5,1,2004,20,Downtown,Good,1.0,0,5.1,604900.0
HSE-10719,1863,3,2.2,1,1972,52,Uptown,Excellent,2.0,0,24.0,500400.0
HSE-10720,2062,3,2.2,1,1972,52,Suburbs,Good,1.0,0,16.8,442800.0
HSE-10721,2300,3,2.8,2,2004,20,Waterfront,Good,1.0,1,28.1,685500.0
HSE-10722,988,3,2.2,1,1997,27,Downtown,Good,0.0,0,2.7,401000.0
HSE-10723,1223,3,1.8,1,1998,26,Suburbs,Good,1.0,1,11.9,375500.0
HSE-10724,2583,1,1.0,3,2008,16,Uptown,Excellent,3.0,0,3.6,687200.0
HSE-10725,2211,4,3.0,2,1979,45,Suburbs,Good,1.0,0,9.0,513000.0
HSE-10726,1980,3,2.2,1,2000,24,Suburbs,Fair,2.0,0,3.7,478100.0
HSE-10727,2111,4,3.0,1,2021,3,Uptown,Good,2.0,1,3.4,614600.0
HSE-10728,2325,4,3.0,2,1999,25,Rural,Good,3.0,0,2.1,599400.0
HSE-10729,1749,4,2.5,1,2010,14,Rural,Good,2.0,0,11.9,426900.0
HSE-10730,1594,3,2.2,1,1986,38,Rural,Good,2.0,1,6.4,447900.0
HSE-10731,2227,3,2.8,2,1987,37,Waterfront,Fair,2.0,0,3.1,639800.0
HSE-10732,1464,4,3.0,2,2004,20,Suburbs,Good,0.0,0,5.9,427000.0
HSE-10733,2365,3,2.8,2,2009,15,Downtown,Fair,2.0,0,3.9,632200.0
HSE-10734,993,2,1.5,1,2019,5,Waterfront,Excellent,3.0,0,30.4,445900.0
HSE-10735,2768,4,2.5,1,2015,9,Suburbs,Good,2.0,0,5.9,675600.0
HSE-10736,2407,4,3.5,2,1986,38,Uptown,Good,3.0,0,6.1,687500.0
HSE-10737,2266,3,2.2,1,1969,55,Uptown,Excellent,2.0,0,20.3,610900.0
HSE-10738,2738,2,1.5,2,1995,29,Suburbs,Fair,2.0,0,12.4,569800.0
HSE-10739,3182,3,2.8,2,1977,47,Rural,Good,2.0,0,14.4,603600.0
HSE-10740,2759,4,2.5,1,1992,32,Downtown,Good,2.0,0,12.1,665900.0
HSE-10741,903,4,2.5,3,2022,2,Downtown,Good,2.0,0,31.2,398300.0
HSE-10742,1268,2,1.5,2,1984,40,Rural,Excellent,3.0,0,4.3,337000.0
HSE-10743,1693,2,1.5,2,1997,27,Downtown,Good,2.0,0,45.0,418200.0
HSE-10744,2116,4,2.5,1,1980,44,Suburbs,Fair,2.0,0,19.8,463800.0
HSE-10745,2436,3,1.8,1,1993,31,Downtown,Good,2.0,0,10.9,651700.0
HSE-10746,1628,3,1.8,2,1987,37,Waterfront,Good,1.0,0,12.9,541100.0
HSE-10747,2221,5,3.8,1,1988,36,Uptown,Excellent,0.0,1,12.5,657000.0
HSE-10748,1609,2,1.0,3,1998,26,Uptown,Good,3.0,0,2.6,523900.0
HSE-10749,1702,3,2.2,1,1971,53,Uptown,Good,2.0,0,4.5,501400.0
HSE-10750,1185,2,1.5,2,2002,22,Suburbs,Good,1.0,0,34.6,278800.0
HSE-10751,1499,3,2.2,1,2001,23,Waterfront,Good,1.0,0,9.6,522000.0
HSE-10752,1221,4,2.5,2,1968,56,Rural,Good,2.0,1,6.8,329700.0
HSE-10753,1465,3,2.2,1,1998,26,Suburbs,Good,2.0,0,16.4,385600.0
HSE-10754,2784,5,3.2,1,2006,18,Suburbs,Good,2.0,0,9.4,642300.0
HSE-10755,1482,3,2.2,1,1986,38,Rural,Good,2.0,0,2.1,369900.0
HSE-10756,3811,3,2.8,2,1969,55,Waterfront,Excellent,1.0,0,15.3,937900.0
HSE-10757,2420,2,1.5,1,2014,10,Rural,Good,1.0,0,15.2,509900.0
HSE-10758,2220,3,2.2,2,2006,18,Rural,Good,0.0,0,3.8,478200.0
HSE-10759,1542,3,2.2,2,1987,37,Downtown,Excellent,2.0,0,33.4,522300.0
HSE-10760,2555,2,1.5,1,2018,6,Uptown,Good,0.0,0,4.5,644100.0
HSE-10761,1725,3,2.8,2,1979,45,Downtown,Excellent,2.0,0,8.1,551200.0
HSE-10762,2179,3,2.8,1,1995,29,Suburbs,Excellent,2.0,0,3.2,608800.0
HSE-10763,3764,4,3.0,3,2023,1,Uptown,Good,2.0,0,11.2,870500.0
HSE-10764,2037,3,2.2,2,1973,51,Downtown,Good,3.0,0,6.7,574800.0
HSE-10765,2847,4,3.5,1,2007,17,Uptown,Fair,0.0,1,6.4,703300.0
HSE-10766,1642,1,1.2,1,2022,2,Downtown,Good,2.0,0,19.5,437200.0
HSE-10767,2077,2,1.5,1,2017,7,Downtown,Good,0.0,1,2.1,605700.0
HSE-10768,3251,3,2.2,3,1989,35,Suburbs,Good,0.0,0,18.0,645400.0
HSE-10769,1692,3,2.2,1,1989,35,Suburbs,Good,1.0,0,10.5,421800.0
HSE-10770,3278,1,1.2,2,2013,11,Suburbs,Good,0.0,0,44.8,565900.0
HSE-10771,2560,4,2.5,1,1985,39,Suburbs,Good,2.0,0,10.9,570400.0
HSE-10772,1734,4,3.0,3,1973,51,Rural,Excellent,2.0,1,2.6,533400.0
HSE-10773,2511,3,2.2,1,2019,5,Suburbs,Fair,0.0,1,2.5,596600.0
HSE-10774,2732,2,1.5,2,2012,12,Suburbs,Fair,0.0,0,23.5,508100.0
HSE-10775,2504,4,3.0,2,2002,22,Downtown,Good,2.0,0,20.4,624500.0
HSE-10776,1079,3,2.8,2,1986,38,Uptown,Excellent,2.0,0,6.2,467300.0
HSE-10777,1627,4,2.5,1,2007,17,Suburbs,Excellent,1.0,1,11.6,528600.0
HSE-10778,1939,4,3.0,1,1987,37,Uptown,Good,2.0,0,8.7,553900.0
HSE-10779,2051,4,2.5,1,2013,11,Uptown,Excellent,2.0,0,36.2,528800.0
HSE-10780,2503,3,1.8,2,1968,56,Suburbs,Good,2.0,0,31.9,526100.0
HSE-10781,2215,2,1.5,1,1993,31,Suburbs,Excellent,1.0,0,43.3,434100.0
HSE-10782,1232,3,2.2,2,1979,45,Rural,Fair,,0,22.1,236300.0
HSE-10783,2347,3,2.2,1,1965,59,Waterfront,Fair,2.0,0,26.0,586300.0
HSE-10784,2496,4,3.0,2,2018,6,Uptown,Fair,2.0,1,4.4,695800.0
HSE-10785,2463,2,1.0,3,1994,30,Suburbs,Good,2.0,0,19.8,506700.0
HSE-10786,2802,2,1.5,2,1993,31,Downtown,Good,3.0,0,14.3,597000.0
HSE-10787,2642,4,3.5,1,1984,40,Downtown,Good,1.0,0,34.9,624700.0
HSE-10788,2398,4,3.5,1,1997,27,Suburbs,Excellent,3.0,0,10.5,663100.0
HSE-10789,2054,4,3.0,1,2005,19,Downtown,Good,2.0,0,2.9,604300.0
HSE-10790,1020,4,3.0,1,2008,16,Uptown,Fair,2.0,0,11.1,420800.0
HSE-10791,2379,3,2.8,2,2000,24,Suburbs,Good,0.0,0,13.6,552700.0
HSE-10792,2234,3,1.8,2,1986,38,Uptown,Good,1.0,0,4.5,574400.0
HSE-10793,2276,4,3.5,3,1977,47,Waterfront,Excellent,2.0,0,7.0,710800.0
HSE-10794,1270,3,2.8,1,1971,53,Suburbs,Good,2.0,0,11.1,363100.0
HSE-10795,1397,3,1.8,2,1972,52,Waterfront,Good,0.0,0,6.7,486200.0
HSE-10796,2784,2,1.0,2,1992,32,Suburbs,Good,2.0,0,6.7,591100.0
HSE-10797,2074,3,2.8,2,2009,15,Waterfront,Good,0.0,0,3.4,670800.0
HSE-10798,2542,4,3.0,1,2007,17,Suburbs,Excellent,3.0,0,30.3,611600.0
HSE-10799,2118,3,1.8,2,1973,51,Suburbs,Fair,2.0,0,15.9,433300.0
HSE-10800,2119,2,1.5,2,1989,35,Uptown,Excellent,0.0,0,2.0,542900.0
HSE-10801,2709,3,2.2,2,2020,4,Downtown,Good,2.0,0,16.5,677300.0
HSE-10802,1764,2,1.5,3,1980,44,Rural,Good,3.0,0,15.5,371800.0
HSE-10803,2162,2,1.5,1,1974,50,Suburbs,Excellent,1.0,0,2.1,510100.0
HSE-10804,1799,3,2.8,1,1975,49,Suburbs,Good,2.0,0,6.6,453800.0
HSE-10805,1817,4,3.0,2,1995,29,Downtown,Good,1.0,0,11.3,561500.0
HSE-10806,1899,3,2.2,2,1976,48,Downtown,Fair,2.0,0,8.0,535200.0
HSE-10807,2244,2,1.5,1,1995,29,Suburbs,Good,1.0,0,17.1,448500.0
HSE-10808,1788,2,1.5,2,1978,46,Uptown,Excellent,1.0,0,7.5,525900.0
HSE-10809,2916,3,1.8,3,2015,9,Uptown,Good,1.0,0,3.7,720900.0
HSE-10810,1518,3,2.8,3,2008,16,Waterfront,Excellent,1.0,0,39.5,501200.0
HSE-10811,1978,4,3.5,1,1996,28,Rural,Good,2.0,0,4.8,490000.0
HSE-10812,1814,3,2.2,2,2014,10,Suburbs,Fair,1.0,0,14.6,430600.0
HSE-10813,3040,4,3.0,2,2017,7,Uptown,Fair,1.0,1,3.5,728100.0
HSE-10814,2227,3,2.2,2,1981,43,Downtown,Good,2.0,1,6.0,625900.0
HSE-10815,2770,3,2.2,2,1999,25,Uptown,Excellent,2.0,1,7.8,756700.0
HSE-10816,1134,3,2.2,2,1965,59,Downtown,Good,2.0,1,4.1,420400.0
HSE-10817,2273,5,3.8,2,1993,31,Rural,Good,3.0,0,8.0,534200.0
HSE-10818,2678,3,2.8,1,2015,9,Uptown,Excellent,,1,3.7,770200.0
HSE-10819,2153,3,2.2,2,1968,56,Rural,Good,1.0,0,10.2,485700.0
HSE-10820,2792,3,2.2,2,1987,37,Waterfront,Fair,2.0,0,12.9,697500.0
HSE-10821,1763,2,1.5,1,1992,32,Rural,Excellent,3.0,0,2.6,437100.0
HSE-10822,3016,3,1.8,2,1980,44,Waterfront,Good,1.0,0,22.5,724800.0
HSE-10823,3594,2,1.5,2,1976,48,Downtown,Fair,1.0,1,4.0,819300.0
HSE-10824,1864,3,2.2,2,2017,7,Suburbs,Good,1.0,0,4.6,453100.0
HSE-10825,1810,3,2.2,1,1985,39,Suburbs,Good,1.0,0,12.8,447400.0
HSE-10826,3044,3,2.2,2,2009,15,Suburbs,Good,2.0,0,8.3,671300.0
HSE-10827,3126,4,3.0,1,1981,43,Downtown,Good,2.0,0,8.9,755100.0
HSE-10828,1760,4,3.0,1,2004,20,Downtown,Fair,3.0,0,3.4,535000.0
HSE-10829,1826,4,3.0,2,1977,47,Downtown,Good,2.0,1,18.4,549000.0
HSE-10830,1916,2,1.5,1,2016,8,Rural,Excellent,1.0,0,11.6,429100.0
HSE-10831,1226,2,2.0,2,2022,2,Rural,Good,0.0,0,3.5,310100.0
HSE-10832,1502,3,2.2,1,1996,28,Suburbs,Good,3.0,0,6.7,378500.0
HSE-10833,1447,3,2.2,1,2001,23,Suburbs,,1.0,0,18.6,333700.0
HSE-10834,1600,3,2.2,1,2014,10,Downtown,Good,1.0,0,10.4,506500.0
HSE-10835,2077,1,1.0,3,1979,45,Suburbs,Fair,3.0,0,3.2,472000.0
HSE-10836,2252,3,1.8,2,1976,48,Uptown,Good,2.0,0,6.7,637400.0
HSE-10837,3107,1,1.0,2,2013,11,Downtown,Good,1.0,0,4.8,735000.0
HSE-10838,1451,4,3.0,1,2021,3,Downtown,Good,2.0,0,9.3,512900.0
HSE-10839,2739,2,1.5,1,1979,45,Waterfront,Good,3.0,0,20.5,654300.0
HSE-10840,1960,3,2.8,3,1998,26,Waterfront,Good,0.0,0,7.7,623500.0
HSE-10841,2067,1,1.0,1,1970,54,Suburbs,Good,2.0,0,7.7,407300.0
HSE-10842,2538,3,2.8,1,1981,43,Uptown,Good,1.0,0,25.6,559100.0
HSE-10843,1370,3,1.8,2,2012,12,Downtown,Good,2.0,0,10.6,485100.0
HSE-10844,2348,4,3.0,1,2013,11,Suburbs,Good,3.0,0,10.4,612500.0
HSE-10845,2208,4,3.5,2,2021,3,Suburbs,Good,3.0,0,5.0,592000.0
HSE-10846,2420,3,2.2,2,1984,40,Downtown,Good,1.0,0,11.4,566000.0
HSE-10847,2287,4,3.0,1,1973,51,Suburbs,Fair,1.0,0,10.6,504100.0
HSE-10848,3695,5,3.8,1,2023,1,Suburbs,Excellent,0.0,0,7.1,872500.0
HSE-10849,1685,4,2.5,1,1969,55,Uptown,Excellent,2.0,0,45.0,466900.0
HSE-10850,1754,4,3.0,2,1987,37,Uptown,Good,0.0,0,23.4,405300.0
HSE-10851,1694,2,1.5,2,1997,27,Suburbs,Fair,1.0,0,15.8,363500.0
HSE-10852,1738,3,2.8,1,2002,22,Suburbs,Good,0.0,0,9.7,459200.0
HSE-10853,1685,2,1.5,1,2020,4,Waterfront,Good,1.0,0,8.2,555300.0
HSE-10854,2872,2,2.0,2,1978,46,Suburbs,Good,0.0,1,4.0,587500.0
HSE-10855,3023,5,4.2,2,1981,43,Rural,Fair,2.0,0,5.6,627800.0
HSE-10856,1729,3,2.2,1,2021,3,Uptown,Good,1.0,1,16.9,524300.0
HSE-10857,1558,4,3.0,1,1983,41,Suburbs,Good,1.0,0,8.0,414200.0
HSE-10858,2406,4,3.5,1,1997,27,Suburbs,Excellent,2.0,0,23.4,605900.0
HSE-10859,1741,4,3.5,2,1965,59,Suburbs,Good,2.0,0,3.6,499700.0
HSE-10860,2511,5,3.8,3,1977,47,Suburbs,Good,1.0,0,9.1,591400.0
HSE-10861,2231,2,1.5,1,2010,14,Suburbs,Fair,0.0,0,12.4,482900.0
HSE-10862,1114,1,1.0,2,1991,33,Uptown,Fair,2.0,0,9.3,315600.0
HSE-10863,3105,3,2.2,1,1970,54,Suburbs,Excellent,1.0,0,24.0,645500.0
HSE-10864,3267,2,1.5,1,2023,1,Downtown,Good,2.0,0,45.0,686500.0
HSE-10865,1701,1,1.0,1,1970,54,Downtown,Good,1.0,0,3.2,453700.0
HSE-10866,1847,3,1.8,2,1997,27,Suburbs,Good,1.0,0,3.4,475200.0
HSE-10867,2285,4,2.5,2,1994,30,Suburbs,Excellent,2.0,1,3.4,652500.0
HSE-10868,2317,3,2.2,2,2010,14,Suburbs,Excellent,2.0,0,13.4,585500.0
HSE-10869,2528,3,2.2,1,1999,25,Suburbs,Fair,3.0,0,6.7,501600.0
HSE-10870,3406,3,2.2,1,1987,37,Uptown,Fair,0.0,0,15.2,709100.0
HSE-10871,1984,2,1.5,1,1974,50,Suburbs,Good,2.0,0,7.2,408200.0
HSE-10872,1581,1,1.0,2,2015,9,Uptown,Good,0.0,0,11.9,400400.0
HSE-10873,1203,4,2.5,1,1983,41,Downtown,Excellent,2.0,0,16.7,402900.0
HSE-10874,1624,3,2.2,2,2015,9,Downtown,Good,2.0,0,9.9,556600.0
HSE-10875,2078,4,3.5,1,1992,32,Downtown,Excellent,1.0,0,9.8,638100.0
HSE-10876,3266,1,1.0,1,1987,37,Uptown,Good,3.0,0,2.9,721600.0
HSE-10877,1763,4,3.0,2,1968,56,Suburbs,Excellent,2.0,0,7.3,526400.0
HSE-10878,2245,3,2.2,1,1984,40,Suburbs,Good,3.0,1,9.9,580000.0
HSE-10879,2089,3,2.8,1,1983,41,Downtown,Excellent,2.0,0,8.2,618200.0
HSE-10880,2872,3,2.2,1,2006,18,Suburbs,Fair,1.0,0,25.1,574800.0
HSE-10881,3742,4,3.0,2,1991,33,Downtown,Good,,0,25.7,812000.0
HSE-10882,1754,3,2.2,2,2021,3,Uptown,Good,1.0,1,19.3,494600.0
HSE-10883,1781,3,2.2,1,1998,26,Downtown,Good,1.0,0,6.7,543800.0
HSE-10884,2778,5,3.2,2,1968,56,Uptown,Good,2.0,0,14.6,674200.0
HSE-10885,2543,4,3.0,1,2020,4,Downtown,Excellent,2.0,1,7.0,737300.0
HSE-10886,3300,3,1.8,1,2002,22,Uptown,Good,3.0,0,4.6,794100.0
HSE-10887,2479,4,3.0,1,1971,53,Uptown,Good,1.0,0,6.2,620700.0
HSE-10888,1866,3,2.2,2,2012,12,Downtown,Fair,2.0,0,2.7,581000.0
